bgp1990gj,tr2010gj,tr2010ge,wt_pop,wt_fam,wt_hh,wt_hu
G250003046225462259215019999999999912,G2500030921500,25003921500,0.9991158682,0.9990364483,0.9991030448,0.9990712289
G250003051580999999321019999999999927,G2500030932200,25003932200,0.0024421198,0.0041742562,0.0029219794,0.0004738345
G250003051580999999321019999999999927,G2500030933400,25003933400,0.9975578802,0.9958257438,0.9970780206,0.9995261655
G250003051580999999321019999999999928,G2500030933400,25003933400,1.0,1.0,1.0,1.0
G250003051580999999321019999999999929,G2500030932200,25003932200,0.0011800946,0.0012918221,0.0014228058,0.0022705486
G250003051580999999321019999999999929,G2500030933200,25003933200,0.0003631074,0.0004415421,0.0004785188,0.0003402757
G250003051580999999321019999999999929,G2500030933400,25003933400,0.9984567981,0.9982666358,0.9980986755,0.9973891757
G250003053050999999311019999999999926,G2500030931400,25003931400,0.9937432984,0.9933832236,0.9931261649,0.9928489281
G250003053050999999311019999999999926,G2500030932200,25003932200,4.57156e-05,8.72854e-05,6.61941e-05,7.43934e-05
G250003053050999999311019999999999926,G2500030932300,25003932300,0.0062109861,0.0065294911,0.006807641,0.0070766785
G250003053960539609001019999999632011,G2500030900100,25003900100,1.0,1.0,1.0,1.0
G250003053960539609001019999999632012,G2500030900100,25003900100,1.0,1.0,1.0,1.0
G250003053960539609001019999999632013,G2500030900100,25003900100,1.0,1.0,1.0,1.0
G250003053960539609001019999999632014,G2500030900100,25003900100,1.0,1.0,1.0,1.0
G250003053960539609001019999999632015,G2500030900100,25003900100,1.0,1.0,1.0,1.0
G250003053960539609002019999999632011,G2500030900200,25003900200,1.0,1.0,1.0,1.0
G250003053960539609002019999999632012,G2500030900200,25003900200,1.0,1.0,1.0,1.0
G250003053960539609002019999999632013,G2500030900200,25003900200,1.0,1.0,1.0,1.0
G250003053960539609002019999999632014,G2500030900200,25003900200,1.0,1.0,1.0,1.0
G250003053960539609002019999999632015,G2500030900200,25003900200,0.9735682819,0.975,0.9671052632,0.9662576687
G250003053960539609002019999999632015,G2500030935200,25003935200,0.0264317181,0.025,0.0328947368,0.0337423313
G250003053960539609002019999999632016,G2500030900200,25003900200,1.0,1.0,1.0,1.0
G250003053960539609002019999999632017,G2500030900200,25003900200,1.0,1.0,1.0,1.0
G250003053960539609002019999999632018,G2500030900200,25003900200,1.0,1.0,1.0,1.0
G250003053960539609003019999999632011,G2500030900300,25003900300,1.0,1.0,1.0,1.0
G250003053960539609003019999999632012,G2500030900300,25003900300,1.0,1.0,1.0,1.0
G250003053960539609003019999999632013,G2500030900300,25003900300,1.0,1.0,1.0,1.0
G250003053960539609003019999999632014,G2500030900300,25003900300,1.0,1.0,1.0,1.0
G250003053960539609004019999999632011,G2500030900400,25003900400,1.0,1.0,1.0,1.0
G250003053960539609004019999999632012,G2500030900400,25003900400,1.0,1.0,1.0,1.0
G250003053960539609004019999999632013,G2500030900400,25003900400,1.0,1.0,1.0,1.0
G250003053960539609004019999999632015,G2500030900400,25003900400,1.0,1.0,1.0,1.0
G250003053960539609004019999999632019,G2500030900400,25003900400,0.9891135303,1.0,1.0,1.0
G250003053960539609004019999999632019,G2500030900600,25003900600,0.0108864697,0.0,0.0,0.0
G250003053960539609005019999999632011,G2500030900500,25003900500,1.0,1.0,1.0,1.0
G250003053960539609005019999999632019,G2500030900500,25003900500,0.9984246883,0.9985909694,0.9981488277,0.9983762656
G250003053960539609005019999999632019,G2500030935100,25003935100,0.0015753117,0.0014090306,0.0018511723,0.0016237344
G250003053960539609006019999999632011,G2500030900600,25003900600,1.0,1.0,1.0,1.0
G250003053960539609006019999999632012,G2500030900600,25003900600,1.0,1.0,1.0,1.0
G250003053960539609006019999999632013,G2500030900100,25003900100,0.010989011,0.0,0.0,0.0
G250003053960539609006019999999632013,G2500030900600,25003900600,0.9890011957,0.9999908283,0.9999928091,0.9999935013
G250003053960539609006019999999632013,G2500030900700,25003900700,9.7933e-06,9.1717e-06,7.1909e-06,6.4987e-06
G250003053960539609006019999999632014,G2500030900500,25003900500,0.0827067669,0.0874524715,0.0827740492,0.0814663951
G250003053960539609006019999999632014,G2500030900600,25003900600,0.9172932331,0.9125475285,0.9172259508,0.9185336049
G250003053960539609006019999999632015,G2500030900500,25003900500,0.4333333333,0.4752475248,0.4195804196,0.4161073826
G250003053960539609006019999999632015,G2500030900600,25003900600,0.5666666667,0.5247524752,0.5804195804,0.5838926174
G250003053960539609006019999999632016,G2500030900400,25003900400,0.0,0.0,0.0,0.0
G250003053960539609006019999999632016,G2500030900600,25003900600,1.0,1.0,1.0,1.0
G250003053960539609007019999999632011,G2500030900600,25003900600,2.68412e-05,2.88348e-05,2.45878e-05,2.42124e-05
G250003053960539609007019999999632011,G2500030900700,25003900700,0.9999731588,0.9999711652,0.9999754122,0.9999757876
G250003053960539609007019999999632012,G2500030900700,25003900700,1.0,1.0,1.0,1.0
G250003053960539609007019999999632013,G2500030900700,25003900700,1.0,1.0,1.0,1.0
G250003053960539609007019999999632019,G2500030900700,25003900700,0.9992147935,0.9989767375,0.9990212884,0.9979326992
G250003053960539609007019999999632019,G2500030935100,25003935100,0.0007852065,0.0010232625,0.0009787116,0.0020673008
G250003053960539609008019999999632011,G2500030900800,25003900800,0.9970500415,0.9969121515,0.9969069421,0.9969979143
G250003053960539609008019999999632011,G2500030912100,25003912100,0.0029499585,0.0030878485,0.0030930579,0.0030020857
G250003053960539609008019999999632012,G2500030900800,25003900800,0.998518775,0.99850035,0.9985006877,0.9984837109
G250003053960539609008019999999632012,G2500030913100,25003913100,0.001481225,0.00149965,0.0014993123,0.0015162891
G250003053960539609008019999999632013,G2500030900800,25003900800,1.0,1.0,1.0,1.0
G250003053960539609008019999999632014,G2500030900800,25003900800,1.0,1.0,1.0,1.0
G250003053960539609008019999999632015,G2500030900800,25003900800,1.0,1.0,1.0,1.0
G250003053960539609008019999999632016,G2500030900800,25003900800,1.0,1.0,1.0,1.0
G250003053960539609008019999999632017,G2500030900800,25003900800,0.9993335829,0.9993769144,0.9993623596,0.99935876
G250003053960539609008019999999632017,G2500030913100,25003913100,0.000161645,0.0001511346,0.000154665,0.0001555381
G250003053960539609008019999999632017,G2500030935100,25003935100,0.000504772,0.000471951,0.0004829754,0.0004857019
G250003053960539609009019999999632011,G2500030900900,25003900900,1.0,1.0,1.0,1.0
G250003053960539609009019999999632012,G2500030900900,25003900900,1.0,1.0,1.0,1.0
G250003053960539609009019999999632013,G2500030900800,25003900800,0.0,0.0,0.0,0.0
G250003053960539609009019999999632013,G2500030900900,25003900900,1.0,1.0,1.0,1.0
G250003053960539609009019999999632014,G2500030900900,25003900900,1.0,1.0,1.0,1.0
G250003053960539609009019999999632015,G2500030900900,25003900900,1.0,1.0,1.0,1.0
G250003053960539609009019999999632016,G2500030900900,25003900900,1.0,1.0,1.0,1.0
G250003053960539609010019999999632011,G2500030935200,25003935200,1.0,1.0,1.0,1.0
G250003053960539609010019999999632012,G2500030912100,25003912100,0.0007773628,0.0007476866,0.0007598949,0.0007652089
G250003053960539609010019999999632012,G2500030935200,25003935200,0.9992226372,0.9992523134,0.9992401051,0.9992347911
G250003053960539609010019999999632013,G2500030912100,25003912100,0.0048698946,0.0048091264,0.0047387115,0.0047520735
G250003053960539609010019999999632013,G2500030935200,25003935200,0.9951301054,0.9951908736,0.9952612885,0.9952479265
G250003053960539609010019999999632014,G2500030935200,25003935200,1.0,1.0,1.0,1.0
G250003053960539609010019999999632015,G2500030935200,25003935200,1.0,1.0,1.0,1.0
G250003053960539609010019999999632016,G2500030935200,25003935200,1.0,1.0,1.0,1.0
G250003053960539609010019999999632017,G2500030935200,25003935200,1.0,1.0,1.0,1.0
G250003053960539609011019999999632011,G2500030901100,25003901100,1.0,1.0,1.0,1.0
G250003053960539609011019999999632012,G2500030901100,25003901100,0.924,0.9377777778,0.9208860759,0.9240121581
G250003053960539609011019999999632012,G2500030935200,25003935200,0.076,0.0622222222,0.0791139241,0.0759878419
G250003053960539609011019999999632013,G2500030901100,25003901100,1.0,1.0,1.0,1.0
G250003053960539609011019999999632019,G2500030901100,25003901100,0.9988149323,0.9985177591,0.9990537212,0.9990690759
G250003053960539609011019999999632019,G2500030911100,25003911100,0.0011850677,0.0014822409,0.0009462788,0.0009309241
G250003053960539609012019999999632011,G2500030900200,25003900200,0.0,0.0,0.0,0.0
G250003053960539609012019999999632011,G2500030935200,25003935200,1.0,1.0,1.0,1.0
G250003056795999999351019999999999922,G2500030913100,25003913100,1.1207e-05,1.31081e-05,1.07241e-05,9.7444e-06
G250003056795999999351019999999999922,G2500030935100,25003935100,0.999988793,0.9999868919,0.9999892759,0.9999902556
G250003056795999999351019999999999923,G2500030913100,25003913100,0.0,0.0,0.0,0.0
G250003056795999999351019999999999923,G2500030934200,25003934200,0.0068124895,0.0063762018,0.0066377654,0.0071536738
G250003056795999999351019999999999923,G2500030935100,25003935100,0.9931875105,0.9936237982,0.9933622346,0.9928463262
G250003059665999999331019999999999926,G2500030933300,25003933300,1.7904e-06,1.6662e-06,1.4386e-06,1.3658e-06
G250003059665999999331019999999999926,G2500030933400,25003933400,0.9999701992,0.9999817194,0.9999609069,0.9999795675
G250003059665999999331019999999999926,G2500130813000,25013813000,2.80104e-05,1.66144e-05,3.76546e-05,1.90667e-05
G250003060225999999311019999999999924,G2500030923100,25003923100,0.0002831326,0.0002504442,0.0002589342,0.0002311036
G250003060225999999311019999999999924,G2500030931300,25003931300,0.9992380902,0.9992648318,0.999241089,0.9992425505
G250003060225999999311019999999999924,G2500030931400,25003931400,0.0004787772,0.000484724,0.0004999767,0.0005263459
G250003061065999999261019999999999921,G2500030926100,25003926100,0.9998656471,0.9998475607,0.9998711532,0.9998352585
G250003061065999999261019999999999921,G2500030933300,25003933300,0.0001343529,0.0001524393,0.0001288468,0.0001647415
G250003061065999999261019999999999921,G2500030934300,25003934300,0.0,0.0,0.0,0.0
G250003061065999999261019999999999922,G2500030926100,25003926100,1.0,1.0,1.0,1.0
G250003061065999999261019999999999923,G2500030926100,25003926100,1.0,1.0,1.0,1.0
G250003061065999999261019999999999924,G2500030926100,25003926100,1.0,1.0,1.0,1.0
G250003067595999999241019999999999921,G2500030913100,25003913100,8.75133e-05,0.0001522395,0.0001484026,9.28749e-05
G250003067595999999241019999999999921,G2500030924100,25003924100,0.9999124867,0.9998477605,0.9998515974,0.9999071251
G250003067595999999241019999999999921,G2500030934200,25003934200,0.0,0.0,0.0,0.0
G250003067595999999241019999999999921,G2500030935100,25003935100,0.0,0.0,0.0,0.0
G250003067595999999241019999999999922,G2500030924100,25003924100,0.9894399788,0.9914980968,0.9910270469,0.9933410161
G250003067595999999241019999999999922,G2500030925100,25003925100,0.0002188554,0.00017259,0.000184096,0.0001347044
G250003067595999999241019999999999922,G2500030934200,25003934200,0.0103411658,0.0083293132,0.0087888571,0.0065242795
G250003067595999999241019999999999923,G2500030914100,25003914100,0.0001528808,0.0002132491,0.0001637148,0.0005837866
G250003067595999999241019999999999923,G2500030924100,25003924100,0.9998471192,0.9997867509,0.9998362852,0.9994162134
G250003067595999999241019999999999924,G2500030924100,25003924100,0.9377749815,0.9556061074,0.9654832938,0.9562919832
G250003067595999999241019999999999924,G2500030925100,25003925100,0.0622250185,0.0443938926,0.0345167062,0.0437080168
G250003071095999999331019999999999921,G2500030914100,25003914100,6.98021e-05,7.73427e-05,7.13688e-05,5.67619e-05
G250003071095999999331019999999999921,G2500030932200,25003932200,4.26868e-05,3.96421e-05,3.30677e-05,2.23965e-05
G250003071095999999331019999999999921,G2500030933200,25003933200,0.9998875112,0.9998830152,0.9998955636,0.9999208416
G250003071095999999331019999999999921,G2500030933400,25003933400,0.0,0.0,0.0,0.0
G250003073335999999321019999999999923,G2500030914100,25003914100,0.0,0.0,0.0,0.0
G250003073335999999321019999999999923,G2500030932200,25003932200,0.9990108781,0.9991101489,0.9988919655,0.9990412781
G250003073335999999321019999999999923,G2500030932300,25003932300,0.0009891219,0.0008898511,0.0011080345,0.0009587219
G250003077990999999341019999999999921,G2500030924100,25003924100,3.52344e-05,3.18873e-05,3.01125e-05,3.10967e-05
G250003077990999999341019999999999921,G2500030934200,25003934200,0.9999647656,0.9999681127,0.9999698875,0.9999689033
G250003077990999999341019999999999922,G2500030934200,25003934200,0.9999518572,0.9999503562,0.9999554267,0.9999480366
G250003077990999999341019999999999922,G2500030934300,25003934300,4.81428e-05,4.96438e-05,4.45733e-05,5.19634e-05
G250003079985799509201019999999999911,G2500030920101,25003920101,1.0,1.0,1.0,1.0
G250003079985799509201019999999999911,G2500030920102,25003920102,0.0,0.0,0.0,0.0
G250003079985799509201019999999999913,G2500030920101,25003920101,1.0,1.0,1.0,1.0
G250003079985799509201019999999999914,G2500030920101,25003920101,1.0,1.0,1.0,1.0
G250003079985799509201019999999999915,G2500030920101,25003920101,0.9948658976,0.9924995915,0.9952997833,0.9956515002
G250003079985799509201019999999999915,G2500030921500,25003921500,0.0051341024,0.0075004085,0.0047002167,0.0043484998
G250003079985799509201019999999999916,G2500030920102,25003920102,1.0,1.0,1.0,1.0
G250003079985799509201019999999999918,G2500030920102,25003920102,1.0,1.0,1.0,1.0
G250003079985999999201019999999999921,G2500030920101,25003920101,0.3666666667,0.3910614525,0.35546875,0.35
G250003079985999999201019999999999921,G2500030920102,25003920102,0.6333333333,0.6089385475,0.64453125,0.65
G250003079985999999201019999999999922,G2500030920101,25003920101,0.999127145,0.9991312861,0.9991628074,0.9991386517
G250003079985999999201019999999999922,G2500030921500,25003921500,0.000872855,0.0008687139,0.0008371926,0.0008613483
G250003079985999999201019999999999927,G2500030920102,25003920102,0.9997235579,0.9996472158,0.9996657833,0.9996569288
G250003079985999999201019999999999927,G2500030921500,25003921500,0.0002764421,0.0003527842,0.0003342167,0.0003430712
G250003079985999999201019999999999927,G2500030922200,25003922200,0.0,0.0,0.0,0.0
G250003079985999999201019999999999927,G2500030922300,25003922300,0.0,0.0,0.0,0.0
G250003079985999999201019999999999928,G2500030920102,25003920102,0.9993217045,0.999229085,0.9992528055,0.9992733975
G250003079985999999201019999999999928,G2500030921500,25003921500,0.0006782955,0.000770915,0.0007471945,0.0007266025
G250003080685999999311019999999999925,G2500030912100,25003912100,0.0001964625,6.69999e-05,0.0004304355,0.0002932698
G250003080685999999311019999999999925,G2500030931400,25003931400,0.9998035375,0.9999330001,0.9995695645,0.9997067302
G250003080685999999311019999999999925,G2500030932300,25003932300,0.0,0.0,0.0,0.0
G250005000520005306541109999999540012,G2500050654100,25005654100,1.0,1.0,1.0,1.0
G250005000520005306541109999999540013,G2500050654100,25005654100,1.0,1.0,1.0,1.0
G250005000520005306542109999999540012,G2500050654100,25005654100,0.0987854251,0.1123919308,0.09765625,0.0973282443
G250005000520005306542109999999540012,G2500050654200,25005654200,0.9012145749,0.8876080692,0.90234375,0.9026717557
G250005000520005306542109999999540013,G2500050654200,25005654200,1.0,1.0,1.0,1.0
G250005000520999996503109999999540013,G2500050650300,25005650300,0.0,0.0,0.0,0.0
G250005000520999996503109999999540013,G2500050654200,25005654200,0.0,0.0,0.0,0.0
G250005000520999996541109999999540011,G2500050650101,25005650101,0.000913104,0.0008610705,0.0007365131,0.000722874
G250005000520999996541109999999540011,G2500050654100,25005654100,0.999086896,0.9991389295,0.9992634869,0.999277126
G250005000520999996541109999999540012,G2500050654100,25005654100,0.9998146568,0.9998146568,0.9998146568,0.9998146568
G250005000520999996541109999999540012,G2500050655100,25005655100,0.0001853432,0.0001853432,0.0001853432,0.0001853432
G250005000520999996541109999999540013,G2500050654100,25005654100,1.0,1.0,1.0,1.0
G250005000520999996541109999999999921,G2500050650101,25005650101,0.0061165144,0.0061312517,0.006183169,0.0062268453
G250005000520999996541109999999999921,G2500050654100,25005654100,0.9938834856,0.9938687483,0.993816831,0.9937731547
G250005000520999996541109999999999923,G2500050654100,25005654100,1.0,1.0,1.0,1.0
G250005000520999996541109999999999929,G2500050617102,25005617102,0.0106487316,0.0102711298,0.010023011,0.00982767
G250005000520999996541109999999999929,G2500050654100,25005654100,0.9893512684,0.9897288702,0.989976989,0.99017233
G250005000520999996542109999999540011,G2500050650101,25005650101,0.0497021692,0.0492848115,0.045405465,0.045111321
G250005000520999996542109999999540011,G2500050650201,25005650201,0.0186960494,0.0216962841,0.0235848187,0.0231285271
G250005000520999996542109999999540011,G2500050650300,25005650300,0.0136512027,0.0122407954,0.0144560777,0.014173417
G250005000520999996542109999999540011,G2500050654200,25005654200,0.9179505786,0.916778109,0.9165536387,0.9175867349
G250005000520999996542109999999540012,G2500050650300,25005650300,0.0914182133,0.0859104803,0.1011262427,0.0971495927
G250005000520999996542109999999540012,G2500050654200,25005654200,0.9085817867,0.9140895197,0.8988737573,0.9028504073
G250005000520999996542109999999540013,G2500050654200,25005654200,0.9979522649,0.9980023187,0.9979103654,0.9978848452
G250005000520999996542109999999540013,G2500050655200,25005655200,0.0020477351,0.0019976813,0.0020896346,0.0021151548
G250005000520999996552109999999540011,G2500050654100,25005654100,0.0,0.0,0.0,0.0
G250005000520999996552109999999540011,G2500050655200,25005655200,0.0,0.0,0.0,0.0
G250005002690026906302049999999648011,G2500050610202,25005610202,0.0,0.0,0.0,0.0
G250005002690026906302049999999648011,G2500050630200,25005630200,0.0,0.0,0.0,0.0
G250005002690026906302049999999648011,G2500050631300,25005631300,0.0,0.0,0.0,0.0
G250005002690026906311049999999648011,G2500050630300,25005630300,2.64833e-05,2.45769e-05,2.27372e-05,2.24279e-05
G250005002690026906311049999999648011,G2500050630400,25005630400,0.0019789669,0.0005046404,0.0041893236,0.0039148507
G250005002690026906311049999999648011,G2500050631100,25005631100,0.9979945498,0.9994707827,0.9957879392,0.9960627214
G250005002690026906311049999999648012,G2500050631100,25005631100,1.0,1.0,1.0,1.0
G250005002690026906311049999999648013,G2500050631100,25005631100,1.0,1.0,1.0,1.0
G250005002690026906311049999999648014,G2500050631100,25005631100,1.0,1.0,1.0,1.0
G250005002690026906311049999999648015,G2500050630300,25005630300,0.0151335323,0.0147566809,0.0129457906,0.0131959528
G250005002690026906311049999999648015,G2500050631100,25005631100,0.9848664677,0.9852433191,0.9870542094,0.9868040472
G250005002690026906311049999999648016,G2500050630300,25005630300,0.0173260669,0.0139096348,0.0138030161,0.0128909226
G250005002690026906311049999999648016,G2500050631100,25005631100,0.9826739331,0.9860903652,0.9861969839,0.9871090774
G250005002690026906311049999999648017,G2500050631100,25005631100,1.0,1.0,1.0,1.0
G250005002690026906311049999999648018,G2500050631100,25005631100,1.0,1.0,1.0,1.0
G250005002690026906312049999999648011,G2500050631200,25005631200,1.0,1.0,1.0,1.0
G250005002690026906312049999999648011,G2500050631300,25005631300,0.0,0.0,0.0,0.0
G250005002690026906312049999999648012,G2500050631200,25005631200,1.0,1.0,1.0,1.0
G250005002690026906312049999999648013,G2500050631200,25005631200,1.0,1.0,1.0,1.0
G250005002690026906312049999999648014,G2500050630400,25005630400,0.0383917615,0.0378576436,0.0366989797,0.0370542333
G250005002690026906312049999999648014,G2500050631200,25005631200,0.9616082385,0.9621423564,0.9633010203,0.9629457667
G250005002690026906312049999999648015,G2500050630400,25005630400,0.0012106081,0.0010782744,0.0011771659,0.0011517137
G250005002690026906312049999999648015,G2500050631200,25005631200,0.9784519577,0.9808074117,0.9790472075,0.9795002409
G250005002690026906312049999999648015,G2500050631300,25005631300,0.0203374342,0.0181143138,0.0197756266,0.0193480455
G250005002690026906312049999999648019,G2500050631100,25005631100,0.0,0.0,0.0,0.0
G250005002690026906312049999999648019,G2500050631200,25005631200,1.0,1.0,1.0,1.0
G250005002690026906312049999999648019,G2500050632100,25005632100,0.0,0.0,0.0,0.0
G250005002690026906313049999999648011,G2500050630200,25005630200,0.0025107094,0.0024876506,0.0023444053,0.0023239952
G250005002690026906313049999999648011,G2500050631300,25005631300,0.9974892906,0.9975123494,0.9976555947,0.9976760048
G250005002690026906313049999999648012,G2500050631200,25005631200,0.0,0.0,0.0,0.0
G250005002690026906313049999999648012,G2500050631300,25005631300,1.0,1.0,1.0,1.0
G250005002690026906313049999999648013,G2500050630200,25005630200,0.0006918702,0.0006618776,0.0007484372,0.0007833096
G250005002690026906313049999999648013,G2500050630400,25005630400,0.0118157942,0.0119018117,0.0091931803,0.0089293277
G250005002690026906313049999999648013,G2500050631200,25005631200,2.28662e-05,2.9929e-05,2.02009e-05,2.24241e-05
G250005002690026906313049999999648013,G2500050631300,25005631300,0.9874694693,0.9874063818,0.9900381815,0.9902649385
G250005002690026906314049999999648011,G2500050631400,25005631400,1.0,1.0,1.0,1.0
G250005002690026906314049999999648012,G2500050631400,25005631400,1.0,1.0,1.0,1.0
G250005002690026906314049999999648013,G2500050631400,25005631400,1.0,1.0,1.0,1.0
G250005002690026906315049999999648011,G2500050631500,25005631500,1.0,1.0,1.0,1.0
G250005002690026906315049999999648012,G2500050631500,25005631500,1.0,1.0,1.0,1.0
G250005002690026906315049999999648013,G2500050631500,25005631500,1.0,1.0,1.0,1.0
G250005002690026906316049999999648011,G2500050631600,25005631600,1.0,1.0,1.0,1.0
G250005002690026906316049999999648012,G2500050631600,25005631600,1.0,1.0,1.0,1.0
G250005002690026906316049999999648013,G2500050631600,25005631600,1.0,1.0,1.0,1.0
G250005002690026906317049999999648011,G2500050631700,25005631700,1.0,1.0,1.0,1.0
G250005002690026906317049999999648012,G2500050631700,25005631700,1.0,1.0,1.0,1.0
G250005002690026906317049999999648013,G2500050631700,25005631700,1.0,1.0,1.0,1.0
G250005002690026906317049999999648019,G2500050631700,25005631700,0.9975435573,0.9975216323,0.9974757102,0.9974834127
G250005002690026906317049999999648019,G2500050633100,25005633100,0.0024564427,0.0024783677,0.0025242898,0.0025165873
G250005002690026906318049999999648011,G2500050631800,25005631800,0.9919946506,0.9907692514,0.9932574847,0.9931412418
G250005002690026906318049999999648011,G2500050633100,25005633100,0.0080053494,0.0092307486,0.0067425153,0.0068587582
G250005002690026906318049999999648012,G2500050631800,25005631800,0.9928806034,0.992474546,0.9928435122,0.99300214
G250005002690026906318049999999648012,G2500050632100,25005632100,0.0071193966,0.007525454,0.0071564878,0.00699786
G250005002690026906318049999999648013,G2500050631800,25005631800,1.0,1.0,1.0,1.0
G250005002690026906318049999999648015,G2500050631800,25005631800,0.9395255426,0.9409113801,0.9561685404,0.9594301695
G250005002690026906318049999999648015,G2500050632100,25005632100,0.0604744574,0.0590886199,0.0438314596,0.0405698305
G250005002690026906318049999999648016,G2500050631800,25005631800,0.969840508,0.9718727801,0.9705770427,0.970756077
G250005002690026906318049999999648016,G2500050632100,25005632100,0.030159492,0.0281272199,0.0294229573,0.029243923
G250005005280999996141099999999999923,G2500050614101,25005614101,0.0,0.0,0.0,0.0
G250005005280999996141099999999999923,G2500050616100,25005616100,0.0,0.0,0.0,0.0
G250005005280999996141099999999999924,G2500050614102,25005614102,0.0,0.0,0.0,0.0
G250005005280999996141099999999999924,G2500050616100,25005616100,0.0,0.0,0.0,0.0
G250005005280999996161049999999999921,G2500050614101,25005614101,0.0,0.0,0.0,0.0
G250005005280999996161049999999999921,G2500050614102,25005614102,0.0,0.0,0.0,0.0
G250005005280999996161049999999999921,G2500050616100,25005616100,0.9987091191,0.9987288464,0.9987684653,0.9987917507
G250005005280999996161049999999999921,G2500050617101,25005617101,0.0011973462,0.0011687851,0.0011135136,0.0010924597
G250005005280999996161049999999999921,G2500230540103,25023540103,9.35347e-05,0.0001023685,0.0001180211,0.0001157896
G250005005280999996161049999999999922,G2500050616100,25005616100,0.9997993974,0.9998155807,0.9998147025,0.9998101585
G250005005280999996161049999999999922,G2500050617101,25005617101,0.0002006026,0.0001844193,0.0001852975,0.0001898415
G250005016425061706532109999999540013,G2500050652200,25005652200,0.0001037287,0.0001068005,0.0001116168,0.0001179434
G250005016425061706532109999999540013,G2500050652300,25005652300,0.0299526504,0.0288209393,0.0275805606,0.0254234218
G250005016425061706532109999999540013,G2500050653203,25005653203,0.9699436209,0.9710722602,0.9723078226,0.9744586349
G250005016425061706532109999999540014,G2500050652300,25005652300,0.0125821783,0.0142918309,0.0142295245,0.014394626
G250005016425061706532109999999540014,G2500050652400,25005652400,0.0495514904,0.0547349518,0.0552913641,0.0551636105
G250005016425061706532109999999540014,G2500050653203,25005653203,0.9378663313,0.9309732173,0.9304791114,0.9304417635
G250005016425061706532109999999540015,G2500050653203,25005653203,1.0,1.0,1.0,1.0
G250005016425061706532109999999540016,G2500050653203,25005653203,1.0,1.0,1.0,1.0
G250005016425061706533109999999540011,G2500050652400,25005652400,6.46442e-05,7.35781e-05,4.81443e-05,5.63404e-05
G250005016425061706533109999999540011,G2500050653301,25005653301,0.9999353558,0.9999264219,0.9999518557,0.9999436596
G250005016425061706533109999999540013,G2500050653301,25005653301,1.0,1.0,1.0,1.0
G250005016425061706533109999999540015,G2500050653301,25005653301,1.0,1.0,1.0,1.0
G250005016425623006531109999999540011,G2500050651001,25005651001,0.0105111465,0.0126990405,0.0109348432,0.0107479926
G250005016425623006531109999999540011,G2500050653101,25005653101,0.9894888535,0.9873009595,0.9890651568,0.9892520074
G250005016425623006531109999999540012,G2500050651002,25005651002,0.001249383,0.0012226783,0.0014642353,0.001402412
G250005016425623006531109999999540012,G2500050653101,25005653101,0.9847170757,0.9850437377,0.9820889217,0.9828451672
G250005016425623006531109999999540012,G2500050653203,25005653203,0.0140335413,0.0137335839,0.016446843,0.0157524208
G250005016425623006531109999999540013,G2500050653101,25005653101,1.0,1.0,1.0,1.0
G250005016425623006531109999999540014,G2500050653101,25005653101,1.0,1.0,1.0,1.0
G250005016425623006531109999999540015,G2500050653101,25005653101,1.0,1.0,1.0,1.0
G250005016425623006531109999999540016,G2500050653101,25005653101,1.0,1.0,1.0,1.0
G250005016425623006531109999999540019,G2500050617101,25005617101,0.0,0.0,0.0,0.0
G250005016425623006531109999999540019,G2500050646101,25005646101,0.0,0.0,0.0,0.0
G250005016425623006531109999999540019,G2500050650201,25005650201,0.0,0.0,0.0,0.0
G250005016425623006531109999999540019,G2500050651001,25005651001,0.0,0.0,0.0,0.0
G250005016425623006531109999999540019,G2500050653101,25005653101,1.0,1.0,1.0,1.0
G250005016425623006531109999999540019,G2500050653102,25005653102,0.0,0.0,0.0,0.0
G250005016425623006532109999999540012,G2500050651002,25005651002,0.0,0.0,0.0,0.0
G250005016425623006532109999999540012,G2500050653203,25005653203,1.0,1.0,1.0,1.0
G250005016425999996531109999999540016,G2500050653101,25005653101,1.0,1.0,1.0,1.0
G250005016425999996531109999999999921,G2500050651001,25005651001,0.0,0.0,0.0,0.0
G250005016425999996531109999999999921,G2500050653101,25005653101,0.0,0.0,0.0,0.0
G250005016425999996531109999999999926,G2500050653101,25005653101,1.0,1.0,1.0,1.0
G250005016425999996531109999999999929,G2500050617101,25005617101,0.0005436319,0.0006120601,0.0005477505,0.0005748992
G250005016425999996531109999999999929,G2500050617102,25005617102,0.0030287875,0.0031502178,0.0032006321,0.0030507697
G250005016425999996531109999999999929,G2500050646101,25005646101,0.0013454518,0.0013936662,0.0013708647,0.0013451479
G250005016425999996531109999999999929,G2500050650201,25005650201,0.0003438231,0.0003599406,0.0003628998,0.0003526015
G250005016425999996531109999999999929,G2500050651001,25005651001,0.0,0.0,0.0,0.0
G250005016425999996531109999999999929,G2500050653101,25005653101,0.1985099873,0.1994149592,0.2196817669,0.2260796012
G250005016425999996531109999999999929,G2500050653102,25005653102,0.7962283184,0.7950691561,0.774836086,0.7685969804
G250005016425999996532109999999540012,G2500050651002,25005651002,0.0402469315,0.0413199265,0.0435719073,0.0449704572
G250005016425999996532109999999540012,G2500050653203,25005653203,0.9597530685,0.9586800735,0.9564280927,0.9550295428
G250005016425999996532109999999540013,G2500050653203,25005653203,1.0,1.0,1.0,1.0
