Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,SE_B01001_001,SE_B01001_002,SE_B01001_003,SE_B01001_004,SE_B01001_005,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A14001A_001,SE_A14001A_002,SE_A14001A_003,SE_A14001A_004,SE_A14001A_005,SE_A14001A_006,SE_A14001A_007,SE_A14001A_008,SE_A14001A_009,SE_A14001A_010,SE_A14001A_011,SE_A14001A_012,SE_A14001A_013,SE_A14001A_014,SE_A14001A_015,SE_A14001A_016,SE_A14001B_001,SE_A14001B_002,SE_A14001B_003,SE_A14001B_004,SE_A14001B_005,SE_A14001B_006,SE_A14001B_007,SE_A14001B_008,SE_A14001B_009,SE_A14001B_010,SE_A14001B_011,SE_A14001B_012,SE_A14001B_013,SE_A14001B_014,SE_A14001B_015,SE_A14001B_016,SE_A14006_001,SE_A14024_001,SE_A14024I_001,SE_A14024D_001,SE_A14024H_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,SE_A18009_001,SE_B13004_001,SE_B13004_002,SE_B13004_003,SE_B13004_004,SE_B13004_005,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017
250173735004,15000US250173735004,"Block Group 4, Census Tract 3735, Middlesex County, Massachusetts","Block Group 4, Census Tract 3735, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007568,,,,,25,017,,,,373500,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2285,2285,4208.602,0.542935720165499,0.5429357,0.5429357,0,2285,442,931,682,230,2285,2023,115,0,128,0,0,19,492,0,0,1,7,12,14,16,21,28,52,80,147,158,174,242,492,492,492,491,485,480,478,476,471,464,440,412,345,334,318,250,204296,59963.9276649746,64922.3128172589,32620.0222081218,29394.6034263959,492,402,90,2476,1546,0,134,134,1412,2285,2222,1960,115,0,128,0,0,19,63,63,0,0,0,0,0,0,492,0,0,1,6,6,2,2,5,7,24,28,67,11,15,68,250
250173736001,15000US250173736001,"Block Group 1, Census Tract 3736, Middlesex County, Massachusetts","Block Group 1, Census Tract 3736, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007569,,,,,25,017,,,,373600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5144,5144,16213.25,0.317271354152992,0.3172714,0.3172714,0,5144,116,4620,287,121,5144,4236,257,0,399,85,102,65,150,27,34,34,34,34,38,41,41,41,49,57,57,57,64,67,150,123,116,116,116,116,112,109,109,109,101,93,93,93,86,83,269348,16141.0184010152,14521.9796954315,51592.7760152284,9854.74302030457,150,98,52,2533,497,155,0,155,342,5144,4960,4118,257,0,399,85,36,65,184,118,0,0,0,0,66,0,150,27,7,0,0,0,4,3,0,0,8,8,0,0,7,4,83
250173736002,15000US250173736002,"Block Group 2, Census Tract 3736, Middlesex County, Massachusetts","Block Group 2, Census Tract 3736, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007570,,,,,25,017,,,,373600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700,3700,5709.289,0.648066709189386,0.67048,0.6480667,0.02241323,3700,437,2849,315,99,3700,3010,120,0,395,84,25,66,405,12,15,16,24,37,42,49,66,84,87,123,219,226,257,287,405,393,390,389,381,368,363,356,338,320,318,282,186,179,148,118,92214,38872.1192893401,45531.8242385787,28646.4784263959,5297.6364213198,405,216,189,2533,1016,73,51,124,892,3700,3544,2879,120,0,395,84,0,66,156,131,0,0,0,0,25,0,405,12,3,1,7,14,5,7,17,18,3,36,96,6,31,31,118
250173736003,15000US250173736003,"Block Group 3, Census Tract 3736, Middlesex County, Massachusetts","Block Group 3, Census Tract 3736, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007571,,,,,25,017,,,,373600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211,1211,3920.457,0.308892550853517,0.3088925,0.3088925,0,1211,345,118,560,188,1211,1163,0,0,27,0,0,21,448,37,50,55,55,55,55,55,55,55,64,70,99,151,172,198,448,410,398,393,393,393,393,393,393,393,384,377,348,296,276,249,272952,143458.981598985,148002.163705584,49968.673857868,,448,338,110,1211,1211,65,8,73,1138,1211,1211,1163,0,0,27,0,0,21,0,0,0,0,0,0,0,0,448,37,13,5,0,0,0,0,0,0,9,6,28,52,21,27,250
250214001001,15000US250214001001,"Block Group 1, Census Tract 4001, Norfolk County, Massachusetts","Block Group 1, Census Tract 4001, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007728,,,,,25,021,,,,400100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,298,4811.943,0.0619292444598199,0.06192924,0.06192924,0,298,37,109,77,75,298,217,0,0,45,0,0,36,157,23,29,29,29,38,42,46,56,56,56,69,75,98,120,127,157,134,128,128,128,118,115,111,101,101,101,88,82,59,37,30,103063,76174.5685279188,76184.6954314721,107064.156091371,,157,56,101,2062,298,43,18,61,237,298,298,217,0,0,45,0,0,36,0,0,0,0,0,0,0,0,157,23,6,0,0,9,4,4,10,0,0,13,6,24,22,8,30
250214001002,15000US250214001002,"Block Group 2, Census Tract 4001, Norfolk County, Massachusetts","Block Group 2, Census Tract 4001, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007729,,,,,25,021,,,,400100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930,930,15529.61,0.0598856056475937,0.05988561,0.05988561,0,930,79,498,249,104,930,778,0,0,118,0,0,34,505,63,83,99,159,163,163,171,189,201,239,299,331,359,372,378,505,441,422,405,345,342,342,334,315,303,266,206,173,146,133,126,59445,65462.8362944162,72790.9168781726,17304.3464467005,110769.336928934,505,108,397,1590,930,162,148,310,620,930,886,734,0,0,118,0,0,34,44,44,0,0,0,0,0,0,505,62,20,16,59,4,0,8,19,12,37,60,32,28,13,6,127
250214001003,15000US250214001003,"Block Group 3, Census Tract 4001, Norfolk County, Massachusetts","Block Group 3, Census Tract 4001, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007730,,,,,25,021,,,,400100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535,1535,17232.01,0.089078404996471,0.0890784,0.0890784,0,1535,111,576,576,272,1535,1264,11,0,241,0,0,19,872,120,166,202,263,303,317,317,317,317,349,395,497,589,667,731,872,750,706,669,608,568,555,555,555,555,522,477,374,282,204,141,87086,67586.9543147208,79340.491751269,30980.7296954315,4641.91941624365,872,217,655,2114,1535,397,168,565,970,1535,1480,1209,11,0,241,0,0,19,55,55,0,0,0,0,0,0,872,119,47,36,60,41,14,0,0,0,32,46,101,92,78,64,141
250214001004,15000US250214001004,"Block Group 4, Census Tract 4001, Norfolk County, Massachusetts","Block Group 4, Census Tract 4001, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007731,,,,,25,021,,,,400100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766,1766,13432.08,0.131476284832208,0.1314763,0.1314763,0,1766,408,714,508,136,1766,1348,73,0,65,0,204,76,657,54,68,72,93,105,109,112,120,120,120,197,264,306,342,393,657,603,589,585,564,552,548,544,537,537,537,459,393,351,315,264,132556,72146.5926395939,88350.9041878173,30043.9911167513,25902.0875634518,657,398,259,2113,1448,214,41,255,1193,1766,1527,1302,73,0,65,0,11,76,239,46,0,0,0,0,193,0,657,53,15,4,21,13,4,3,8,0,0,77,67,42,36,51,264
250214002001,15000US250214002001,"Block Group 1, Census Tract 4002, Norfolk County, Massachusetts","Block Group 1, Census Tract 4002, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007732,,,,,25,021,,,,400200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763,1763,39158.78,0.045021830216974,0.04502183,0.04502183,0,1763,191,1232,304,36,1763,1462,42,0,183,0,22,54,638,155,223,278,307,309,321,347,380,380,394,411,530,530,557,605,638,481,414,360,330,329,317,291,258,258,244,226,108,108,81,33,33023,26999.5907360406,29394.6034263959,18762.6205583756,,638,96,542,2358,1763,1005,154,1159,604,1763,1736,1462,42,0,183,0,13,36,27,0,0,0,0,0,9,18,638,153,70,54,29,2,12,26,33,0,14,17,119,0,27,48,33
250214002002,15000US250214002002,"Block Group 2, Census Tract 4002, Norfolk County, Massachusetts","Block Group 2, Census Tract 4002, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007733,,,,,25,021,,,,400200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2645,2645,31506.34,0.0839513542147686,0.08395135,0.08395135,0,2645,379,1119,859,288,2645,2084,0,0,439,0,87,35,1292,82,136,196,220,243,271,294,306,310,348,453,671,781,911,991,1292,1209,1155,1095,1072,1049,1021,998,986,982,944,838,620,510,379,301,94638,63481.760786802,68864.2100253807,54914.4003807107,9359.79060913706,1292,417,875,2430,2645,287,257,544,2101,2645,2534,2070,0,0,439,0,0,25,111,14,0,0,0,0,87,10,1292,81,55,61,23,24,28,24,12,3,38,105,218,110,130,80,301
250214002003,15000US250214002003,"Block Group 3, Census Tract 4002, Norfolk County, Massachusetts","Block Group 3, Census Tract 4002, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007734,,,,,25,021,,,,400200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2291,2291,32193.4,0.0711636501790742,0.07116365,0.07116365,0,2291,228,1104,799,160,2291,1795,162,0,164,0,170,0,592,25,32,34,45,46,53,82,132,132,143,168,209,280,345,425,592,566,560,558,547,546,539,509,460,460,449,424,383,312,246,166,149679,81505.1173857868,96932.1890862944,65042.5697969543,30626.288071066,592,300,292,2308,1471,310,0,310,1161,2291,2058,1685,162,0,164,0,47,0,233,110,0,0,0,0,123,0,592,25,7,2,11,1,7,29,50,0,11,25,41,71,65,80,167
250214003001,15000US250214003001,"Block Group 1, Census Tract 4003, Norfolk County, Massachusetts","Block Group 1, Census Tract 4003, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007735,,,,,25,021,,,,400300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,869,21743.37,0.0399662083376448,0.03996621,0.03996621,0,869,106,445,243,75,869,769,0,0,79,0,21,0,372,38,51,58,72,79,85,89,89,89,89,100,140,165,191,277,372,334,321,314,300,293,287,283,283,283,283,272,232,207,181,94,152736,61667.7791878173,61557.6491116751,73420.0507614213,29207.2557106599,372,157,215,2533,869,115,95,210,659,869,839,759,0,0,72,0,8,0,30,10,0,0,7,0,13,0,372,37,13,7,14,7,6,4,0,0,0,11,40,25,26,86,95
250214003002,15000US250214003002,"Block Group 2, Census Tract 4003, Norfolk County, Massachusetts","Block Group 2, Census Tract 4003, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007736,,,,,25,021,,,,400300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1737,1737,23871.43,0.0727648158987609,0.07276481,0.07276481,0,1737,180,868,508,181,1737,1419,78,0,212,0,0,28,668,39,61,82,89,98,102,110,128,136,169,206,230,265,330,437,668,629,607,586,579,569,566,558,540,532,499,462,438,402,337,230,152335,83415.3045685279,96399.260786802,31780.7550761421,,668,375,293,2161,1737,278,90,368,1369,1737,1729,1411,78,0,212,0,0,28,8,8,0,0,0,0,0,0,668,38,22,22,6,10,4,8,18,8,33,37,24,36,65,107,231
250214003003,15000US250214003003,"Block Group 3, Census Tract 4003, Norfolk County, Massachusetts","Block Group 3, Census Tract 4003, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007737,,,,,25,021,,,,400300,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1381,1381,14904.03,0.0926595026695104,0.0926595,0.0926595,0,1381,424,210,668,79,1381,999,28,0,311,0,5,38,507,9,12,13,18,23,44,68,84,93,117,123,182,235,259,326,507,497,495,494,489,484,463,439,423,414,390,383,324,271,247,180,138949,75796.0755076142,92781.4244923858,40358.2423857868,40954.4638324873,507,325,182,2148,1381,89,61,150,1231,1381,1311,962,0,0,311,0,0,38,70,37,28,0,0,0,5,0,507,9,3,1,5,5,21,24,16,9,24,6,59,53,24,67,181
250214004001,15000US250214004001,"Block Group 1, Census Tract 4004, Norfolk County, Massachusetts","Block Group 1, Census Tract 4004, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007738,,,,,25,021,,,,400400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730,1730,19885.41,0.0869984725797957,0.08699847,0.08699847,0,1730,198,531,618,383,1730,1494,0,0,221,0,0,15,1049,103,166,238,276,278,278,295,336,366,488,597,722,820,908,954,1049,945,882,810,773,771,771,754,713,683,560,451,325,228,140,95,63263,53937.1541878173,56790.4092639594,42944.4003807107,,1049,387,662,1860,1730,232,153,385,1345,1730,1700,1464,0,0,221,0,0,15,30,30,0,0,0,0,0,0,1049,101,65,72,37,3,0,17,41,30,123,108,126,97,88,46,95
250214004002,15000US250214004002,"Block Group 2, Census Tract 4004, Norfolk County, Massachusetts","Block Group 2, Census Tract 4004, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007739,,,,,25,021,,,,400400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2082,2082,16869.61,0.123417174133625,0.1234172,0.1234172,0,2082,293,794,676,319,2082,1611,14,0,411,0,13,33,1012,106,154,192,203,219,231,244,259,259,296,372,489,560,668,773,1012,905,857,820,809,792,781,768,753,753,716,639,522,451,343,238,100837,101541.19606599,124157.103426396,26304.6319796954,,1012,436,576,2154,2069,396,143,539,1530,2082,2053,1595,14,0,411,0,0,33,29,16,0,0,0,0,13,0,1012,105,50,38,11,16,12,13,15,0,37,76,117,70,108,105,239
250214004003,15000US250214004003,"Block Group 3, Census Tract 4004, Norfolk County, Massachusetts","Block Group 3, Census Tract 4004, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007740,,,,,25,021,,,,400400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187,1187,14025.93,0.0846289635318774,0.08462896,0.08462896,0,1187,270,258,538,121,1187,998,0,0,161,0,0,28,469,34,43,43,43,43,51,63,72,72,129,155,161,194,214,352,469,435,426,426,426,426,418,406,397,397,339,314,307,275,255,117,173943,64169.1243654822,71904.8128172589,46354.6351522843,43073.5184010152,469,347,122,2081,1146,69,0,69,1077,1187,1081,892,0,0,161,0,0,28,106,106,0,0,0,0,0,0,469,34,9,0,0,0,8,12,9,0,57,26,6,32,21,138,117
250214006001,15000US250214006001,"Block Group 1, Census Tract 4006, Norfolk County, Massachusetts","Block Group 1, Census Tract 4006, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007744,,,,,25,021,,,,400600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340,1340,21732.85,0.0616578146308014,0.06165782,0.06165782,0,1340,151,580,448,161,1340,1065,0,0,265,0,0,10,698,37,61,88,98,120,134,140,143,167,190,248,309,404,453,542,698,660,637,610,600,578,564,558,555,531,508,450,388,293,245,155,111449,71042.7601522843,75153.0171319797,59928.4835025381,48354.6986040609,698,401,297,2225,1340,170,78,248,1092,1340,1252,977,0,0,265,0,0,10,88,88,0,0,0,0,0,0,698,37,24,27,10,22,14,6,3,24,23,58,61,95,49,89,156
250214006002,15000US250214006002,"Block Group 2, Census Tract 4006, Norfolk County, Massachusetts","Block Group 2, Census Tract 4006, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007745,,,,,25,021,,,,400600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2612,2612,12090.61,0.216035363870412,0.2160354,0.2160354,0,2612,535,774,913,390,2612,2206,37,0,193,0,46,130,1092,22,38,63,99,119,125,139,171,180,196,293,415,516,631,770,1092,1070,1054,1029,993,973,967,953,921,912,896,798,676,574,459,321,128100,77082.1922588832,78977.1890862944,94057.4143401015,4444.44479695431,1092,778,314,2170,2612,131,143,274,2338,2612,2559,2170,37,0,193,0,29,130,53,36,0,0,0,0,17,0,1092,22,16,25,36,20,6,14,32,9,16,97,123,101,115,138,322
250214006003,15000US250214006003,"Block Group 3, Census Tract 4006, Norfolk County, Massachusetts","Block Group 3, Census Tract 4006, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007746,,,,,25,021,,,,400600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114,1114,5799.165,0.192096642918809,0.1920966,0.1920966,0,1114,379,245,414,76,1114,839,21,0,110,0,35,109,246,8,10,10,10,10,10,10,10,10,10,10,12,20,28,41,246,238,236,236,236,236,236,236,236,236,236,236,234,226,218,205,316467,119494.930203046,135206.82106599,228043.943527919,29146.4942893401,246,246,0,,910,10,15,25,885,1114,992,772,21,0,110,0,0,89,122,67,0,0,0,0,35,20,246,8,2,0,0,0,0,0,0,0,0,0,2,9,7,13,205
250214011001,15000US250214011001,"Block Group 1, Census Tract 4011, Norfolk County, Massachusetts","Block Group 1, Census Tract 4011, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007759,,,,,25,021,,,,401100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1550,1635.767,0.947567710738428,0.9774041,0.9475677,0.02983643,1550,230,447,541,332,1550,1403,12,0,106,0,0,29,615,17,40,71,71,83,88,91,98,102,168,216,248,282,318,353,615,597,575,544,544,531,527,524,517,513,447,399,367,332,297,261,135936,134039.695431472,144848.899111675,63405.8090101523,,615,473,142,2152,1550,258,82,340,1210,1550,1509,1362,12,0,106,0,0,29,41,41,0,0,0,0,0,0,615,17,22,31,0,12,5,3,7,5,66,48,31,35,35,36,262
250214011002,15000US250214011002,"Block Group 2, Census Tract 4011, Norfolk County, Massachusetts","Block Group 2, Census Tract 4011, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007760,,,,,25,021,,,,401100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091,1091,2834.188,0.384942710159275,0.3849427,0.3849427,0,1091,337,105,515,134,1091,903,0,0,188,0,0,0,353,8,14,20,20,20,20,20,20,20,20,20,35,66,83,116,353,345,339,333,333,333,333,333,333,333,333,333,318,287,270,237,316467,137690.444162437,147343.914974619,91319.3527918782,,353,331,22,2533,1091,22,10,32,1059,1091,1091,903,0,0,188,0,0,0,0,0,0,0,0,0,0,0,353,8,6,6,0,0,0,0,0,0,0,0,15,31,17,33,237
250214011003,15000US250214011003,"Block Group 3, Census Tract 4011, Norfolk County, Massachusetts","Block Group 3, Census Tract 4011, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007761,,,,,25,021,,,,401100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377,1377,5084.649,0.270815154355928,0.2723526,0.2708152,0.001537459,1377,377,185,646,169,1377,1184,22,0,171,0,0,0,520,8,14,22,26,26,26,26,26,26,38,57,96,117,164,232,520,512,506,498,494,494,494,494,494,494,482,462,424,402,356,287,207227,167130.618654822,169904.124365482,57096.7480964467,,520,406,114,2289,1377,63,0,63,1314,1377,1370,1177,22,0,171,0,0,0,7,7,0,0,0,0,0,0,520,8,6,8,4,0,0,0,0,0,12,19,39,21,46,69,288
250250001001,15000US250250001001,"Block Group 1, Census Tract 1, Suffolk County, Massachusetts","Block Group 1, Census Tract 1, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008568,,,,,25,025,,,,000100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,1212,1813.767,0.66822240103043,0.7389351,0.6682224,0.07071269,1212,143,559,331,179,1212,941,0,0,155,0,86,30,469,53,77,96,106,127,135,135,136,142,183,246,309,373,392,433,469,415,392,373,363,341,334,334,333,327,286,223,159,95,77,36,72892,39555.6852791878,42686.1643401015,17962.595177665,,469,144,325,1456,1212,209,102,311,901,1212,1144,941,0,0,155,0,18,30,68,0,0,0,0,0,68,0,469,52,24,19,10,21,8,0,1,6,40,63,63,64,19,41,36
250250001002,15000US250250001002,"Block Group 2, Census Tract 1, Suffolk County, Massachusetts","Block Group 2, Census Tract 1, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008569,,,,,25,025,,,,000100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,996,18836.28,0.0528766928649862,0.05287669,0.05287669,0,996,118,381,455,42,996,811,26,0,152,0,0,7,420,25,40,55,64,65,69,84,117,165,172,223,293,340,370,408,420,394,380,365,355,355,351,336,302,254,248,197,126,79,49,12,69955,35644.1687817259,35849.2385786802,27936.3293147208,,420,185,235,1791,996,139,142,281,715,996,976,791,26,0,152,0,0,7,20,20,0,0,0,0,0,0,420,25,15,15,9,1,4,15,33,48,7,51,70,47,30,38,12
250250001003,15000US250250001003,"Block Group 3, Census Tract 1, Suffolk County, Massachusetts","Block Group 3, Census Tract 1, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008570,,,,,25,025,,,,000100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,473,11740.74,0.0402870592450621,0.04028706,0.04028706,0,473,70,138,199,66,473,434,0,0,39,0,0,0,196,0,4,10,10,10,10,14,22,22,32,54,81,136,145,165,196,196,192,186,186,186,186,182,174,174,164,142,115,59,51,30,106016,54592.8711928934,55165.0412436548,48225.5805837563,,196,94,102,1675,473,20,19,39,434,473,473,434,0,0,39,0,0,0,0,0,0,0,0,0,0,0,196,0,4,6,0,0,0,4,8,0,10,22,26,55,9,20,31
250250001004,15000US250250001004,"Block Group 4, Census Tract 1, Suffolk County, Massachusetts","Block Group 4, Census Tract 1, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008571,,,,,25,025,,,,000100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,995,14619.34,0.0680605469986734,0.06806055,0.06806055,0,995,216,384,349,46,995,673,35,0,32,0,246,9,316,13,16,23,61,63,79,93,101,165,184,206,241,286,309,316,316,303,300,292,255,253,237,223,214,150,132,110,74,30,7,0,50009,23748.8546954315,29216.116751269,27105.9232233503,14989.0831218274,316,41,275,1654,995,147,251,398,597,995,717,576,22,0,32,0,87,0,278,97,13,0,0,0,159,9,316,12,4,7,37,3,16,14,8,64,19,22,35,44,23,7,0
250250002011,15000US250250002011,"Block Group 1, Census Tract 2.01, Suffolk County, Massachusetts","Block Group 1, Census Tract 2.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008572,,,,,25,025,,,,000201,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078,1078,11623.19,0.0927456034545334,0.0927456,0.0927456,0,1078,71,680,286,41,1078,889,21,0,168,0,0,0,333,32,45,53,65,66,66,69,78,86,98,164,201,209,210,239,333,300,288,280,268,267,267,263,255,247,235,168,132,124,123,94,75780,48093.9308375635,49369.9206852792,47301.5006345178,48028.105964467,333,164,169,1890,1078,76,55,131,947,1078,1017,828,21,0,168,0,0,0,61,61,0,0,0,0,0,0,333,32,13,9,12,1,0,3,9,8,12,66,36,9,1,29,94
250250002012,15000US250250002012,"Block Group 2, Census Tract 2.01, Suffolk County, Massachusetts","Block Group 2, Census Tract 2.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008573,,,,,25,025,,,,000201,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,1155,31198.49,0.0370210209468152,0.03702102,0.03702102,0,1155,80,646,289,140,1155,993,0,0,136,0,0,26,400,0,0,5,30,39,41,41,41,41,46,100,194,236,283,346,400,400,400,395,369,361,359,359,359,359,354,300,206,164,117,54,100874,51596.5736040609,56775.2189086294,23648.8515228426,,400,237,163,2390,1155,161,43,204,951,1155,1129,993,0,0,136,0,0,0,26,0,0,0,0,0,0,26,400,0,0,5,25,8,2,0,0,0,5,54,94,42,47,63,54
250250002013,15000US250250002013,"Block Group 3, Census Tract 2.01, Suffolk County, Massachusetts","Block Group 3, Census Tract 2.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008574,,,,,25,025,,,,000201,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460,1460,21154.35,0.0690165359839505,0.06901654,0.06901654,0,1460,147,754,506,53,1460,920,124,8,160,0,248,0,453,30,38,38,38,38,47,56,56,56,104,104,255,297,371,404,453,423,415,415,415,415,405,397,397,397,349,349,198,156,81,49,92623,38986.0469543147,48212.9219543147,44581.1611675127,31163.0139593909,453,98,355,2010,1460,356,121,477,983,1460,1019,702,124,8,160,0,25,0,441,218,0,0,0,0,223,0,453,30,8,0,0,0,9,9,0,0,48,0,151,42,74,33,49
250250002014,15000US250250002014,"Block Group 4, Census Tract 2.01, Suffolk County, Massachusetts","Block Group 4, Census Tract 2.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008575,,,,,25,025,,,,000201,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,568,18288.1,0.0310584450584327,0.03105845,0.03105845,0,568,31,270,162,105,568,520,0,0,48,0,0,0,389,13,21,27,27,27,33,52,85,124,171,220,384,384,388,389,389,375,368,362,362,362,356,337,304,265,217,169,5,5,1,0,61223,46755.9137055838,56709.394035533,20733.5691624365,18793.0012690355,389,53,336,1435,568,34,21,55,513,568,457,421,0,0,36,0,0,0,111,99,0,0,12,0,0,0,389,13,7,6,0,0,6,18,33,39,48,48,164,0,4,1,0
250250002021,15000US250250002021,"Block Group 1, Census Tract 2.02, Suffolk County, Massachusetts","Block Group 1, Census Tract 2.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008576,,,,,25,025,,,,000202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060,2060,19538.49,0.10543292092473,0.1054329,0.1054329,0,2060,128,1149,631,152,2060,1152,66,0,489,0,336,17,641,28,49,76,90,91,99,110,120,120,181,199,273,359,419,497,641,613,592,565,551,550,542,531,521,521,460,442,367,281,222,143,113457,46160.9581218274,58104.375,30711.1008883249,28535.0824873096,641,279,362,1987,2060,306,271,577,1483,2060,1922,1095,66,0,489,0,255,17,138,57,0,0,0,0,81,0,641,27,21,27,14,1,8,12,10,0,61,18,73,87,59,78,144
