Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,SE_B01001_001,SE_B01001_002,SE_B01001_003,SE_B01001_004,SE_B01001_005,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_B04001_001,SE_B04001_002,SE_B04001_003,SE_B04001_004,SE_B04001_005,SE_B04001_006,SE_B04001_007,SE_B04001_008,SE_B04001_009,SE_B04001_010,SE_A14001A_001,SE_A14001A_002,SE_A14001A_003,SE_A14001A_004,SE_A14001A_005,SE_A14001A_006,SE_A14001A_007,SE_A14001A_008,SE_A14001A_009,SE_A14001A_010,SE_A14001A_011,SE_A14001A_012,SE_A14001A_013,SE_A14001A_014,SE_A14001A_015,SE_A14001A_016,SE_A14001B_001,SE_A14001B_002,SE_A14001B_003,SE_A14001B_004,SE_A14001B_005,SE_A14001B_006,SE_A14001B_007,SE_A14001B_008,SE_A14001B_009,SE_A14001B_010,SE_A14001B_011,SE_A14001B_012,SE_A14001B_013,SE_A14001B_014,SE_A14001B_015,SE_A14001B_016,SE_B14001_001,SE_B14001_002,SE_B14001_003,SE_B14001_004,SE_B14001_005,SE_B14001_006,SE_A14006_001,SE_A14024_001,SE_A14024I_001,SE_A14024D_001,SE_A14024H_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,SE_A18009_001,SE_B13004_001,SE_B13004_002,SE_B13004_003,SE_B13004_004,SE_B13004_005,SE_A10066_001,SE_A10066_002,SE_A10066_003,SE_A10066_004,SE_A10066_005,SE_A10066_006,SE_A10066_007,SE_A10066_008
250173736002,"Block Group 2, Census Tract 3736, Middlesex County, Massachusetts",ACSSF,ma,150,0,5374,,,,,25,17,,,373600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173736002,Block Group 2,,,,3565,3565,38038.95,0.0937197392420351,0.09371974,0.09371974,0,3565,45,3470,40,10,3565,2595,111,8,559,0,121,171,3565,3256,2462,94,8,559,0,21,112,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6373.32371458552,6275.98111227702,5589.34942287513,5511.89401888772,0,0,0,,31,31,0,31,0,0,0,0,0,0,0,0,0
250173736003,"Block Group 3, Census Tract 3736, Middlesex County, Massachusetts",ACSSF,ma,150,0,5375,,,,,25,17,,,373600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173736003,Block Group 3,,,,1792,1792,5187.775,0.345427469162019,0.3454275,0.3454275,0,1792,198,530,630,434,1792,1645,10,0,106,0,0,31,1792,1771,1624,10,0,106,0,0,31,21,614,48,67,77,94,98,98,98,125,147,159,163,175,187,195,281,614,566,547,537,520,516,516,516,488,467,454,451,439,427,419,332,614,93,52,16,14,439,218715,93614.2759706191,96195.424973767,64970.4302203568,,614,446,168,1771,1602,212,54,266,1336,614,131,264,67,80,51,8,13
250214001001,"Block Group 1, Census Tract 4001, Norfolk County, Massachusetts",ACSSF,ma,150,0,5544,,,,,25,21,,,400100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214001001,Block Group 1,,,,1032,1032,25375.89,0.040668528193953,0.04066853,0.04066853,0,1032,210,490,304,28,1032,593,0,0,322,0,12,105,1032,1012,593,0,0,322,0,0,97,20,420,40,53,65,93,101,101,112,138,152,181,221,282,307,311,348,420,380,367,355,326,319,319,308,282,268,238,198,137,113,109,72,420,96,51,72,63,138,67559,57273.037775446,59073.352570829,40723.7486883526,,420,119,301,2527,1032,294,262,556,476,420,177,43,97,39,64,0,0
250214001002,"Block Group 2, Census Tract 4001, Norfolk County, Massachusetts",ACSSF,ma,150,0,5545,,,,,25,21,,,400100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214001002,Block Group 2,,,,1295,1295,27428.01,0.0472145044687466,0.05102765,0.0472145,0.003813145,1295,109,620,367,199,1295,863,34,0,176,0,11,211,1295,1120,863,34,0,176,0,0,47,175,705,81,85,92,94,94,104,108,136,155,181,212,364,471,562,601,705,623,620,613,611,611,601,597,569,550,523,493,339,233,142,104,705,89,60,60,155,341,96348,69080.8001049318,74073.5335781742,49053.3447009444,88907.2901364113,705,183,522,2321,1162,125,52,177,985,705,384,270,0,51,0,0,0
250214001003,"Block Group 3, Census Tract 4001, Norfolk County, Massachusetts",ACSSF,ma,150,0,5546,,,,,25,21,,,400100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214001003,Block Group 3,,,,546,546,12004.12,0.0454843806226129,0.04548438,0.04548438,0,546,63,251,125,107,546,517,0,0,29,0,0,0,546,456,427,0,0,29,0,0,0,90,256,16,17,17,17,17,17,17,17,17,17,27,44,74,127,153,256,240,239,239,239,239,239,239,239,239,239,229,212,182,129,103,256,16,1,11,16,212,154234,106532.581322141,117635.9181532,,28836.4375655824,256,91,165,2953,524,32,19,51,473,256,92,122,0,42,0,0,0
250214001004,"Block Group 4, Census Tract 4001, Norfolk County, Massachusetts",ACSSF,ma,150,0,5547,,,,,25,21,,,400100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214001004,Block Group 4,,,,698,698,11253.6,0.0620246116970426,0.06202461,0.06202461,0,698,56,458,144,40,698,337,0,0,159,0,102,100,698,507,248,0,0,159,0,0,100,191,234,96,101,101,101,101,101,101,101,101,101,121,127,127,136,151,234,137,133,133,133,133,133,133,133,133,133,113,107,107,98,83,234,96,5,22,4,107,,64302.6390346275,125566.723504722,35729.9685204617,11724.0267576076,234,83,151,2264,674,360,0,360,314,234,17,47,96,74,0,0,0
250214001005,"Block Group 5, Census Tract 4001, Norfolk County, Massachusetts",ACSSF,ma,150,0,5548,,,,,25,21,,,400100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214001005,Block Group 5,,,,1521,1521,11083.15,0.13723538487437,0.1381242,0.1372354,0.0008888072,1521,251,501,447,322,1521,1005,162,0,248,5,3,98,1521,1354,906,162,0,248,5,2,31,167,729,74,78,89,117,146,172,180,215,240,303,364,390,405,452,595,729,654,651,639,611,583,557,549,513,489,425,365,339,324,276,132,729,119,111,126,34,339,,65101.2670514166,64964.1500524659,68247.6311647429,55558.5519412382,729,356,373,2415,1473,230,135,365,1108,729,243,318,66,80,22,0,0
250214002021,"Block Group 1, Census Tract 4002.02, Norfolk County, Massachusetts",ACSSF,ma,150,0,5550,,,,,25,21,,,400202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214002021,Block Group 1,,,,1425,1425,29672.09,0.0480249329340522,0.04802493,0.04802493,0,1425,325,490,415,195,1425,506,0,22,897,0,0,0,1425,1354,435,0,22,897,0,0,0,71,557,118,204,245,251,251,295,315,360,403,425,458,506,534,540,554,557,438,352,312,306,306,262,242,196,154,132,98,51,23,17,3,557,238,159,62,46,51,32525,16000.8210912907,28463.814270724,8937.72560335782,27156.4926547744,557,43,514,660,1425,509,521,1030,395,557,143,156,158,24,76,0,0
250214002022,"Block Group 2, Census Tract 4002.02, Norfolk County, Massachusetts",ACSSF,ma,150,0,5551,,,,,25,21,,,400202,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214002022,Block Group 2,,,,2160,2160,29646.29,0.0728590248294587,0.07285903,0.07285903,0,2160,484,814,698,164,2160,1448,121,0,374,0,25,192,2160,1850,1255,91,0,374,0,0,130,310,802,45,65,87,107,112,112,112,112,148,214,257,308,326,406,505,802,757,737,715,695,690,690,690,690,654,587,544,494,476,395,296,802,106,65,82,54,494,150899,76496.6316894019,78395.3357817419,31663.5598111228,119590.09706191,802,354,448,2951,2144,392,241,633,1511,802,215,160,262,50,40,63,12
250214003001,"Block Group 1, Census Tract 4003, Norfolk County, Massachusetts",ACSSF,ma,150,0,5552,,,,,25,21,,,400300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214003001,Block Group 1,,,,1115,1115,30229,0.0368851129812184,0.03688511,0.03688511,0,1115,264,423,380,48,1115,893,2,0,126,0,20,74,1115,1086,893,0,0,126,0,20,47,29,375,0,0,0,0,0,0,6,10,10,24,82,106,135,172,226,375,375,375,375,375,375,375,368,365,365,351,292,269,240,202,148,375,0,9,77,21,269,160603,76055.9732423924,74954.8504721931,61918.2686253935,,375,183,192,3014,1115,79,50,129,986,375,35,119,94,91,36,0,0
250214003002,"Block Group 2, Census Tract 4003, Norfolk County, Massachusetts",ACSSF,ma,150,0,5553,,,,,25,21,,,400300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214003002,Block Group 2,,,,1481,1481,20815.59,0.0711485921942495,0.07114859,0.07114859,0,1481,262,510,510,199,1481,974,66,0,287,0,9,145,1481,1273,813,66,0,287,0,0,107,208,626,18,34,36,43,52,80,103,128,147,165,182,245,324,395,457,626,608,592,590,583,574,545,523,498,479,461,444,380,301,230,169,626,43,99,39,65,381,119249,73295.8394543547,89542.6337880378,42480.1023084995,43339.4386149003,626,280,346,2323,1436,83,117,200,1236,626,197,251,110,49,19,0,0
250214003003,"Block Group 3, Census Tract 4003, Norfolk County, Massachusetts",ACSSF,ma,150,0,5554,,,,,25,21,,,400300,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214003003,Block Group 3,,,,1544,1544,16241.27,0.0950664636284029,0.09506647,0.09506647,0,1544,219,615,504,206,1544,1010,8,0,485,0,0,41,1544,1540,1006,8,0,485,0,0,41,4,577,0,0,0,0,4,6,85,130,135,154,165,251,303,340,389,577,577,577,577,577,573,571,490,447,442,423,412,325,273,237,188,577,0,126,37,88,326,114109,67040.7922350472,74018.0587618048,55515.6374606506,,577,424,153,2612,1544,78,77,155,1389,577,206,90,105,85,77,14,0
250214004011,"Block Group 1, Census Tract 4004.01, Norfolk County, Massachusetts",ACSSF,ma,150,0,5555,,,,,25,21,,,400401,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214004011,Block Group 1,,,,1856,1856,20558.27,0.0902799549650423,0.09027995,0.09027995,0,1856,245,635,481,495,1856,1591,8,0,138,0,3,116,1856,1680,1418,8,0,138,0,0,116,176,973,59,119,144,185,203,216,221,221,226,246,318,459,594,671,771,973,913,854,828,788,770,757,752,752,746,726,654,513,378,301,201,973,186,42,95,136,514,107395,94776.1070304302,104204.732423924,95619.7429171039,51097.5393494229,973,349,624,2028,1792,167,93,260,1532,973,439,407,13,79,35,0,0
250214004012,"Block Group 2, Census Tract 4004.01, Norfolk County, Massachusetts",ACSSF,ma,150,0,5556,,,,,25,21,,,400401,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214004012,Block Group 2,,,,2028,2028,54252.91,0.0373804820717316,0.03738048,0.03738048,0,2028,369,517,823,319,2028,1379,244,0,124,0,0,281,2028,1985,1336,244,0,124,0,0,281,43,1017,70,173,189,189,198,213,236,275,295,308,485,560,673,735,824,1017,946,843,828,828,819,804,781,742,722,709,530,457,343,282,192,1017,180,106,217,58,457,77063,75062.6600209864,72167.5026232949,174636.815320042,,1017,239,778,1953,2028,227,69,296,1732,1017,457,339,120,23,78,0,0
250214004021,"Block Group 1, Census Tract 4004.02, Norfolk County, Massachusetts",ACSSF,ma,150,0,5557,,,,,25,21,,,400402,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214004021,Block Group 1,,,,888,888,10929.26,0.0812497972963581,0.0812498,0.0812498,0,888,198,276,298,116,888,831,0,0,40,0,0,17,888,815,758,0,0,40,0,0,17,73,303,0,0,0,0,0,0,20,31,31,31,31,61,127,170,208,303,303,303,303,303,303,303,283,272,272,272,272,241,176,133,95,303,0,28,3,30,242,134762,60665.3751311647,63113.5939139559,83681.1437565582,21836.1437565582,303,150,153,2709,877,65,45,110,767,303,50,113,44,49,9,38,0
250214004022,"Block Group 2, Census Tract 4004.02, Norfolk County, Massachusetts",ACSSF,ma,150,0,5558,,,,,25,21,,,400402,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214004022,Block Group 2,,,,929,929,10471.09,0.0887204882802546,0.08872049,0.08872049,0,929,287,61,515,66,929,557,0,0,320,0,0,52,929,929,557,0,0,320,0,0,52,0,352,0,0,0,0,0,10,14,14,14,14,14,23,25,89,138,352,352,352,352,352,352,342,338,338,338,338,338,329,327,262,213,352,0,13,1,9,329,261675,154979.889821616,133791.650052466,217045.742392445,,352,253,99,,929,0,0,0,929,352,107,54,39,144,8,0,0
250214006001,"Block Group 1, Census Tract 4006, Norfolk County, Massachusetts",ACSSF,ma,150,0,5563,,,,,25,21,,,400600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214006001,Block Group 1,,,,1323,1323,19614.38,0.0674505055621879,0.06745051,0.06745051,0,1323,164,440,495,224,1323,1115,0,0,138,0,8,62,1323,1266,1077,0,0,138,0,8,43,57,693,29,43,66,84,88,88,99,105,105,117,216,336,382,390,479,693,663,650,627,609,605,605,594,588,588,575,476,356,310,303,213,693,84,20,121,111,357,103207,83019.6327387198,82778.8929695698,61411.6684155299,209889.491080797,693,275,418,2495,1323,31,119,150,1173,693,349,162,116,50,11,0,5
250214006002,"Block Group 2, Census Tract 4006, Norfolk County, Massachusetts",ACSSF,ma,150,0,5564,,,,,25,21,,,400600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214006002,Block Group 2,,,,787,787,3976.52,0.197911727776345,0.1981252,0.1979117,0.0002135145,787,233,131,279,144,787,519,13,0,201,0,0,54,787,760,500,5,0,201,0,0,54,27,226,0,0,0,12,16,16,16,16,16,16,24,27,39,54,81,226,226,226,226,214,210,210,210,210,210,210,201,199,187,171,145,226,15,1,9,2,199,261675,169144.808499475,176155.569254984,210700.679433368,,226,226,0,,726,78,0,78,648,226,16,78,47,51,23,11,0
250214006003,"Block Group 3, Census Tract 4006, Norfolk County, Massachusetts",ACSSF,ma,150,0,5565,,,,,25,21,,,400600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214006003,Block Group 3,,,,1319,1319,19910.44,0.0662466389805667,0.06624664,0.06624664,0,1319,71,594,552,102,1319,871,0,0,305,0,0,143,1319,1146,698,0,0,305,0,0,143,173,716,9,21,23,23,23,37,65,77,77,118,254,303,330,438,544,716,707,695,693,693,693,679,651,639,639,598,461,413,386,276,171,716,22,50,188,43,413,139149,77308.8667366212,86818.0876180483,72266.9386149003,83763.832633788,716,420,296,2758,1319,42,37,79,1240,716,390,167,52,107,0,0,0
250214006004,"Block Group 4, Census Tract 4006, Norfolk County, Massachusetts",ACSSF,ma,150,0,5566,,,,,25,21,,,400600,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214006004,Block Group 4,,,,1943,1943,13703.23,0.141791390539261,0.1417914,0.1417914,0,1943,474,351,785,333,1943,1395,174,0,59,0,0,315,1943,1642,1192,174,0,59,0,0,217,301,821,0,0,0,0,10,21,25,25,25,25,96,123,327,412,534,821,821,821,821,821,811,799,796,796,796,796,724,698,491,409,285,821,0,23,81,19,698,152861,84792.7334732424,94629.5697796432,74455.5771248688,97647.1904512067,821,617,204,3568,1943,0,27,27,1916,821,290,261,32,136,57,10,35
250214011001,"Block Group 1, Census Tract 4011, Norfolk County, Massachusetts",ACSSF,ma,150,0,5580,,,,,25,21,,,401100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214011001,Block Group 1,,,,1307,1307,1387.133,0.942231006475706,0.9804675,0.942231,0.03823647,1307,276,275,360,396,1307,874,39,0,281,0,20,93,1307,1254,851,29,0,281,0,20,73,53,496,27,28,54,60,75,109,127,130,130,145,168,217,232,259,316,496,469,468,441,436,421,387,369,366,366,350,328,278,264,237,179,496,57,67,43,50,279,147726,110388.604407135,121850.957502623,126046.109653725,20920.2859391396,496,302,194,2144,1156,67,56,123,1033,496,172,177,40,89,18,0,0
250214011002,"Block Group 2, Census Tract 4011, Norfolk County, Massachusetts",ACSSF,ma,150,0,5581,,,,,25,21,,,401100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214011002,Block Group 2,,,,1243,1243,3242.526,0.383343088848288,0.3837597,0.3833431,0.0004166042,1243,409,159,542,133,1243,949,35,0,206,0,2,51,1243,1230,949,30,0,206,0,0,45,13,343,0,0,0,0,0,0,0,0,0,0,0,19,82,107,158,343,343,343,343,343,343,343,343,343,343,343,343,324,260,236,184,343,0,0,0,19,324,213046,101256.193599161,119183.9795383,53552.0383001049,,343,330,13,,1204,44,0,44,1160,343,45,56,63,151,17,11,0
250214011003,"Block Group 3, Census Tract 4011, Norfolk County, Massachusetts",ACSSF,ma,150,0,5582,,,,,25,21,,,401100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250214011003,Block Group 3,,,,1547,1547,5740.003,0.269512059515334,0.2729812,0.2695121,0.003469128,1547,605,74,659,209,1547,1225,30,0,160,0,15,117,1547,1368,1148,0,0,160,0,0,60,179,476,0,22,25,25,29,31,31,31,31,38,46,64,85,104,138,476,476,454,451,451,447,445,445,445,445,438,430,412,391,372,338,476,24,7,15,18,412,261675,125251.66841553,145370.186253935,99575.2019937041,43145.8001049318,476,419,57,2381,1547,102,21,123,1424,476,30,149,68,171,17,41,0
250250001011,"Block Group 1, Census Tract 1.01, Suffolk County, Massachusetts",ACSSF,ma,150,0,6394,,,,,25,25,,,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250001011,Block Group 1,,,,1073,1073,19807.68,0.0541709073555553,0.05417091,0.05417091,0,1073,57,777,187,52,1073,750,54,0,247,0,11,11,1073,972,722,54,0,196,0,0,0,101,365,0,10,12,12,18,23,27,49,63,63,88,162,241,280,340,365,365,355,353,353,347,342,338,316,302,302,277,202,123,84,25,365,11,47,32,72,203,114119,41066.017838405,44244.8294858342,36107.8252885624,48315.424973767,365,101,264,2303,1027,163,205,368,659,365,48,152,105,15,39,0,6
250250001012,"Block Group 2, Census Tract 1.01, Suffolk County, Massachusetts",ACSSF,ma,150,0,6395,,,,,25,25,,,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250001012,Block Group 2,,,,958,958,22634.22,0.0423252926268384,0.04232529,0.04232529,0,958,154,419,285,100,958,808,24,0,92,0,13,21,958,913,808,13,0,92,0,0,0,45,262,0,0,0,0,0,0,0,0,0,9,25,75,109,147,174,262,262,262,262,262,262,262,262,262,262,252,237,187,153,114,88,262,0,0,25,50,187,134762,53045.4380902413,55617.166841553,33464.9213011542,52518.9506820567,262,94,168,1899,958,64,114,178,780,262,44,30,56,65,67,0,0
250250001021,"Block Group 1, Census Tract 1.02, Suffolk County, Massachusetts",ACSSF,ma,150,0,6396,,,,,25,25,,,102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250001021,Block Group 1,,,,1316,1316,19915.54,0.0660790706366207,0.06607907,0.06607907,0,1316,185,739,348,44,1316,925,217,0,67,0,92,15,1316,1051,743,217,0,67,0,9,15,265,404,4,4,4,19,29,31,37,40,40,57,71,117,226,310,380,404,400,400,400,384,375,373,367,364,364,347,333,286,177,93,23,404,23,16,30,49,287,114887,45108.352570829,42523.0167890871,187643.043022036,37150.333158447,404,116,288,2420,1316,208,97,305,1011,404,19,155,130,53,22,4,21
250250001022,"Block Group 2, Census Tract 1.02, Suffolk County, Massachusetts",ACSSF,ma,150,0,6397,,,,,25,25,,,102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250001022,Block Group 2,,,,2470,2470,7137.493,0.346059904524654,0.3460599,0.3460599,0,2470,244,1293,668,265,2470,1426,365,0,579,0,94,6,2470,2373,1400,353,0,579,0,35,6,97,918,38,61,78,188,243,259,268,300,352,402,437,489,676,791,842,918,880,856,840,729,674,658,650,618,565,516,481,428,240,126,76,918,209,156,71,54,429,80167,35133.352570829,42742.8226652676,38631.4060860441,17032.8620146905,918,174,744,1304,2470,688,250,938,1532,918,295,103,319,193,8,0,0
250250002011,"Block Group 1, Census Tract 2.01, Suffolk County, Massachusetts",ACSSF,ma,150,0,6398,,,,,25,25,,,201,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250002011,Block Group 1,,,,1089,1089,11703.6,0.0930483075597262,0.0930483,0.0930483,0,1089,227,432,369,61,1089,567,16,0,153,0,294,59,1089,928,523,16,0,153,0,177,59,161,414,19,20,36,47,61,72,87,93,103,118,144,217,241,310,388,414,395,394,377,367,352,342,327,321,311,296,270,197,173,103,25,414,47,59,40,71,197,90768,37691.4742917104,50755.2701993704,19284.3022035677,29993.0351521511,414,105,309,2289,1089,82,208,290,799,414,77,135,90,106,0,6,0
250250002012,"Block Group 2, Census Tract 2.01, Suffolk County, Massachusetts",ACSSF,ma,150,0,6399,,,,,25,25,,,201,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250002012,Block Group 2,,,,913,913,24245.21,0.037656931229025,0.03765693,0.03765693,0,913,55,511,167,180,913,773,0,0,54,0,0,86,913,854,714,0,0,54,0,0,86,59,412,0,0,0,16,38,52,60,67,69,69,75,110,259,313,365,412,412,412,412,396,374,360,351,345,343,343,337,302,151,98,47,412,20,45,11,34,302,126749,62115.0472193074,67071.1463798531,80201.9307450157,21508.5283315845,412,229,183,2423,913,92,84,176,737,412,180,108,58,25,30,0,11
250250002013,"Block Group 3, Census Tract 2.01, Suffolk County, Massachusetts",ACSSF,ma,150,0,6400,,,,,25,25,,,201,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250002013,Block Group 3,,,,1478,1478,21836.62,0.0676844834802323,0.06768449,0.06768449,0,1478,273,782,308,115,1478,1121,42,0,46,0,33,236,1478,1420,1088,42,0,46,0,8,236,58,577,29,30,96,117,138,150,152,164,174,194,237,291,415,499,536,577,548,547,480,460,439,427,425,413,403,383,339,285,161,78,41,577,113,58,67,54,286,95978,38970.5351521511,47412.1274921301,33296.4034627492,36073.2843651626,577,169,408,2788,1471,465,171,636,835,577,170,177,104,43,9,0,74
250250002014,"Block Group 4, Census Tract 2.01, Suffolk County, Massachusetts",ACSSF,ma,150,0,6401,,,,,25,25,,,201,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250002014,Block Group 4,,,,941,941,28538.39,0.0329731257442119,0.03297313,0.03297313,0,941,161,388,371,21,941,726,24,0,46,0,70,75,941,764,631,24,0,46,0,0,63,177,402,14,15,15,15,15,40,76,94,101,104,125,175,216,293,368,402,388,387,387,387,387,361,325,308,301,298,277,226,186,108,33,402,14,82,31,48,227,106572,51211.629066107,63644.2681007345,39173.5939139559,23676.2329485834,402,46,356,2183,941,34,154,188,753,402,112,166,84,33,7,0,0
250250002021,"Block Group 1, Census Tract 2.02, Suffolk County, Massachusetts",ACSSF,ma,150,0,6402,,,,,25,25,,,202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250002021,Block Group 1,,,,812,812,16019.12,0.0506894240436635,0.05068943,0.05068943,0,812,105,303,282,122,812,495,38,0,231,0,15,33,812,787,485,38,0,231,0,0,33,25,288,0,0,5,38,54,61,64,64,64,89,98,138,159,202,238,288,288,288,283,250,234,226,224,224,224,199,190,149,129,85,50,288,45,18,31,45,150,101639,47579.5986358867,57254.1972717733,26191.4401888772,,288,97,191,2195,812,164,53,217,595,288,41,114,81,30,22,0,0
250250002022,"Block Group 2, Census Tract 2.02, Suffolk County, Massachusetts",ACSSF,ma,150,0,6403,,,,,25,25,,,202,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250002022,Block Group 2,,,,823,823,17324.4,0.0475052394065146,0.04750524,0.04750524,0,823,163,240,299,121,823,710,0,0,113,0,0,0,823,668,555,0,0,113,0,0,0,155,389,0,0,0,8,17,25,35,95,134,134,169,180,219,257,323,389,389,389,389,381,372,364,354,293,255,255,219,209,169,132,66,389,9,113,51,6,209,106187,54217.7360965373,61635.6610703043,50596.1726128017,30299.7166841553,389,183,206,2201,823,47,20,67,756,389,136,143,63,22,25,0,0
250250002023,"Block Group 3, Census Tract 2.02, Suffolk County, Massachusetts",ACSSF,ma,150,0,6404,,,,,25,25,,,202,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250002023,Block Group 3,,,,2552,2552,19030.81,0.13409830470257,0.1340983,0.1340983,0,2552,633,1136,600,183,2552,1597,213,0,221,0,300,221,2552,1723,1377,50,0,221,0,0,75,829,827,54,78,140,178,207,223,245,255,269,309,407,495,564,649,746,827,772,749,686,649,620,604,582,572,558,517,419,331,263,177,80,827,176,96,140,84,332,77848,34702.1143756558,45030.8971668415,30669.1998950682,16325.296432319,827,148,679,1623,2552,497,484,981,1571,827,142,238,209,157,48,17,16
250250003011,"Block Group 1, Census Tract 3.01, Suffolk County, Massachusetts",ACSSF,ma,150,0,6405,,,,,25,25,,,301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250003011,Block Group 1,,,,699,699,8156.579,0.0856976943522518,0.0856977,0.0856977,0,699,91,420,177,11,699,425,134,0,24,0,116,0,699,471,315,124,0,24,0,8,0,228,272,0,0,0,0,0,0,12,25,33,44,47,55,132,190,245,272,272,272,272,272,272,272,260,246,239,228,225,217,139,81,26,272,0,32,13,10,217,117099,52355.666316894,71793.832633788,,34033.2764952781,272,56,216,2312,699,24,126,150,549,272,38,109,68,57,0,0,0
250250003012,"Block Group 2, Census Tract 3.01, Suffolk County, Massachusetts",ACSSF,ma,150,0,6406,,,,,25,25,,,301,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250003012,Block Group 2,,,,673,673,12222.24,0.055063575584134,0.05506358,0.05506358,0,673,27,327,190,129,673,531,32,0,24,0,4,82,673,654,527,32,0,24,0,0,71,19,293,5,5,5,5,5,5,5,5,5,17,27,53,119,187,254,293,288,288,288,288,288,288,288,288,288,275,266,240,173,105,39,293,5,0,21,27,240,136211,65275.018363064,57743.0036726128,39796.3772298006,106580.729275971,293,162,131,2637,556,11,35,46,510,293,110,130,45,8,0,0,0
