Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,SE_B01001_001,SE_B01001_002,SE_B01001_003,SE_B01001_004,SE_B01001_005,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A14001A_001,SE_A14001A_002,SE_A14001A_003,SE_A14001A_004,SE_A14001A_005,SE_A14001A_006,SE_A14001A_007,SE_A14001A_008,SE_A14001A_009,SE_A14001A_010,SE_A14001A_011,SE_A14001A_012,SE_A14001A_013,SE_A14001A_014,SE_A14001A_015,SE_A14001A_016,SE_A14001B_001,SE_A14001B_002,SE_A14001B_003,SE_A14001B_004,SE_A14001B_005,SE_A14001B_006,SE_A14001B_007,SE_A14001B_008,SE_A14001B_009,SE_A14001B_010,SE_A14001B_011,SE_A14001B_012,SE_A14001B_013,SE_A14001B_014,SE_A14001B_015,SE_A14001B_016,SE_A14006_001,SE_A14024_001,SE_A14024I_001,SE_A14024D_001,SE_A14024H_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,SE_A18009_001,SE_B13004_001,SE_B13004_002,SE_B13004_003,SE_B13004_004,SE_B13004_005,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017
250173542001,15000US250173542001,"Block Group 1, Census Tract 3542, Middlesex County, Massachusetts","Block Group 1, Census Tract 3542, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006688,,,,,25,017,,,,354200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431,1431,10036.54,0.142579038976242,0.142579,0.142579,0,1431,336,145,674,276,1431,1403,11,0,17,0,0,0,593,5,6,9,18,31,31,31,31,31,44,91,148,187,212,320,593,588,587,584,575,562,562,562,562,562,549,501,444,406,380,272,179366,175493.795555556,178167.982222222,,,593,493,100,2069,1431,6,25,31,1400,1431,1431,1403,11,0,17,0,0,0,0,0,0,0,0,0,0,0,593,5,1,3,9,13,0,0,0,0,13,48,57,38,25,108,273
250173542002,15000US250173542002,"Block Group 2, Census Tract 3542, Middlesex County, Massachusetts","Block Group 2, Census Tract 3542, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006689,,,,,25,017,,,,354200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,1146,3323.356,0.344832099608184,0.3677538,0.3448321,0.02292173,1146,270,129,350,397,1146,1071,13,0,31,0,15,16,535,13,32,54,67,74,80,107,126,138,161,182,208,225,248,306,535,521,502,481,468,461,455,428,409,397,374,352,326,310,287,228,167318,134618.462222222,141234.177777778,,,535,365,170,1862,1144,24,49,73,1071,1146,1138,1071,13,0,31,0,15,8,8,0,0,0,0,0,0,8,535,13,19,21,13,7,7,26,19,12,24,21,26,16,23,59,229
250173542003,15000US250173542003,"Block Group 3, Census Tract 3542, Middlesex County, Massachusetts","Block Group 3, Census Tract 3542, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006690,,,,,25,017,,,,354200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727,727,6070.61,0.119757311616888,0.1197573,0.1197573,0,727,131,85,328,183,727,622,31,0,14,0,0,60,311,26,31,31,31,31,37,37,42,45,46,62,95,111,118,133,311,285,280,280,280,280,274,274,269,266,265,249,215,200,193,178,262601,208663.404444444,234960.755555556,,,311,219,92,2366,711,43,29,72,639,727,717,622,31,0,14,0,0,50,10,0,0,0,0,0,0,10,311,26,5,0,0,0,5,0,5,3,1,16,33,15,7,15,178
250173703001,15000US250173703001,"Block Group 1, Census Tract 3703, Middlesex County, Massachusetts","Block Group 1, Census Tract 3703, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006953,,,,,25,017,,,,370300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,147,504.2191,0.291539960802907,0.2942836,0.29154,0.002743642,147,27,19,91,10,147,92,0,0,55,0,0,0,58,0,0,0,0,0,0,0,0,0,0,2,16,26,27,49,58,58,58,58,58,58,58,58,58,58,58,56,42,32,31,9,154182,54282.9155555556,57703.0844444444,,,58,28,30,1810,147,0,0,0,147,147,147,92,0,0,55,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,2,14,10,1,22,9
250173703002,15000US250173703002,"Block Group 2, Census Tract 3703, Middlesex County, Massachusetts","Block Group 2, Census Tract 3703, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006954,,,,,25,017,,,,370300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609,1609,3541.052,0.454384730740065,0.481881,0.4543847,0.02749627,1609,207,155,709,538,1609,1268,5,32,202,0,39,63,849,79,134,176,191,210,300,329,353,373,388,443,510,598,655,711,849,769,714,672,658,638,548,520,496,476,461,406,337,250,194,137,70280,55810.3466666667,54483.8933333333,31934.1866666667,,849,377,472,1245,1526,129,468,597,929,1609,1557,1255,5,32,202,0,0,63,52,13,0,0,0,0,39,0,849,79,55,42,14,20,89,29,24,20,15,55,68,88,56,56,138
250173703003,15000US250173703003,"Block Group 3, Census Tract 3703, Middlesex County, Massachusetts","Block Group 3, Census Tract 3703, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006955,,,,,25,017,,,,370300,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,670,6422.63,0.104318630047707,0.1043186,0.1043186,0,670,132,175,347,16,670,473,38,17,45,0,97,0,237,0,0,10,35,68,79,80,93,102,107,178,184,197,208,237,237,237,237,227,202,169,158,157,143,135,129,59,52,39,29,0,61231,25046.56,32775.9288888889,,9812.44444444445,237,57,180,1105,670,0,342,342,328,670,526,346,38,0,45,0,97,0,144,127,0,17,0,0,0,0,237,0,0,10,25,33,11,1,13,9,5,71,6,13,11,29,0
250173703004,15000US250173703004,"Block Group 4, Census Tract 3703, Middlesex County, Massachusetts","Block Group 4, Census Tract 3703, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006956,,,,,25,017,,,,370300,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967,967,13768.73,0.0702315995286465,0.0702316,0.0702316,0,967,96,267,309,295,967,941,0,0,26,0,0,0,518,103,123,123,128,148,203,232,249,255,287,363,396,439,473,518,518,413,395,395,390,369,314,286,269,263,230,155,122,79,44,0,53637,31975.5644444444,31075.8933333333,,,518,241,277,1934,967,138,297,435,532,967,967,941,0,0,26,0,0,0,0,0,0,0,0,0,0,0,518,103,20,0,5,21,54,29,17,6,32,76,33,43,35,45,0
250173703005,15000US250173703005,"Block Group 5, Census Tract 3703, Middlesex County, Massachusetts","Block Group 5, Census Tract 3703, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006957,,,,,25,017,,,,370300,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,653,10113.21,0.0645690250302318,0.06456903,0.06456903,0,653,137,180,157,179,653,402,213,0,38,0,0,0,290,39,46,46,46,47,61,62,71,76,92,106,162,172,174,219,290,251,244,244,244,243,229,228,219,214,198,183,128,118,116,71,87651,74238.8266666667,84874.0977777778,,,290,174,116,2046,653,92,16,108,545,653,653,402,213,0,38,0,0,0,0,0,0,0,0,0,0,0,290,39,7,0,0,1,14,1,9,5,16,14,56,10,2,45,71
250173703006,15000US250173703006,"Block Group 6, Census Tract 3703, Middlesex County, Massachusetts","Block Group 6, Census Tract 3703, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006958,,,,,25,017,,,,370300,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,483,8247.282,0.0585647501069503,0.05856475,0.05856475,0,483,74,115,201,93,483,388,0,0,79,0,0,16,237,13,16,22,32,32,32,32,60,78,79,100,153,177,181,237,237,223,221,215,205,205,205,205,176,159,158,137,84,60,55,0,79100,43405.2888888889,52348.8,,,237,81,156,1568,483,36,16,52,431,483,433,354,0,0,79,0,0,0,50,34,0,0,0,0,0,16,237,13,3,6,10,0,0,0,28,18,1,21,53,24,4,56,0
250173703007,15000US250173703007,"Block Group 7, Census Tract 3703, Middlesex County, Massachusetts","Block Group 7, Census Tract 3703, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006959,,,,,25,017,,,,370300,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,900,15518.31,0.0579960216031889,0.05799602,0.05799602,0,900,135,417,225,123,900,836,33,0,0,0,0,31,372,12,21,34,49,64,80,81,90,96,129,139,187,221,273,307,372,360,350,337,323,308,292,291,282,276,243,232,185,151,99,64,102295,47176.5777777778,49103.6,,,372,128,244,2045,900,114,98,212,688,900,900,836,33,0,0,0,0,31,0,0,0,0,0,0,0,0,372,12,10,13,14,15,15,1,9,6,33,10,48,34,53,34,65
250173704001,15000US250173704001,"Block Group 1, Census Tract 3704, Middlesex County, Massachusetts","Block Group 1, Census Tract 3704, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006960,,,,,25,017,,,,370400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846,846,11356.18,0.0744968702557695,0.07449687,0.07449687,0,846,73,356,298,119,846,757,51,10,16,0,0,12,431,0,6,16,29,48,48,48,48,59,76,120,199,294,361,372,431,431,425,415,401,383,383,383,383,372,355,311,231,136,70,59,112776,66180.8,65127.44,,,431,185,246,1880,846,69,24,93,753,846,846,757,51,10,16,0,0,12,0,0,0,0,0,0,0,0,431,0,6,10,13,19,0,0,0,11,16,44,79,95,67,11,59
250173704002,15000US250173704002,"Block Group 2, Census Tract 3704, Middlesex County, Massachusetts","Block Group 2, Census Tract 3704, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006961,,,,,25,017,,,,370400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1482,1482,9235.023,0.16047603309359,0.160476,0.160476,0,1482,309,553,509,111,1482,1021,86,0,197,0,74,104,604,12,14,29,53,55,77,93,97,97,98,146,299,365,463,524,604,592,590,575,551,549,527,511,507,507,506,456,304,238,141,80,92888,52458.7466666667,48919.1733333333,31990.9333333333,56804.5955555556,604,232,372,1788,1482,18,114,132,1350,1482,1285,967,69,0,145,0,0,104,197,54,17,0,52,0,74,0,604,12,2,15,24,2,22,16,4,0,1,48,153,66,98,61,80
250173704003,15000US250173704003,"Block Group 3, Census Tract 3704, Middlesex County, Massachusetts","Block Group 3, Census Tract 3704, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006962,,,,,25,017,,,,370400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,481,8516.203,0.0564805705663501,0.05648057,0.05648057,0,481,0,241,183,57,481,424,0,0,57,0,0,0,248,10,19,31,39,40,52,53,53,53,53,53,74,132,215,215,248,238,228,217,209,208,196,195,195,195,195,195,173,115,33,33,119000,68937.7422222222,72018.6133333333,57725.5466666667,,248,109,139,1688,481,53,66,119,362,481,464,407,0,0,57,0,0,0,17,17,0,0,0,0,0,0,248,10,9,12,8,1,12,1,0,0,0,0,21,58,83,0,33
250173704004,15000US250173704004,"Block Group 4, Census Tract 3704, Middlesex County, Massachusetts","Block Group 4, Census Tract 3704, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006963,,,,,25,017,,,,370400,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985,985,6930.765,0.142119963490178,0.2012697,0.14212,0.05914969,985,187,361,406,31,985,768,62,0,102,27,10,16,267,0,0,0,0,1,12,13,13,13,15,42,64,105,124,192,267,267,267,267,267,266,255,254,254,254,252,225,202,161,142,75,156687,49496.0977777778,51774.24,47165.9377777778,,267,155,112,1159,906,25,52,77,829,985,975,768,62,0,102,27,0,16,10,0,0,0,0,0,10,0,267,0,0,0,0,1,11,1,0,0,2,27,22,41,19,67,75
250173704005,15000US250173704005,"Block Group 5, Census Tract 3704, Middlesex County, Massachusetts","Block Group 5, Census Tract 3704, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006964,,,,,25,017,,,,370400,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,585,12131.82,0.0482203006345975,0.0482203,0.0482203,0,585,98,170,245,72,585,482,103,0,0,0,0,0,262,49,58,58,65,90,90,90,97,102,115,121,162,204,247,247,262,213,204,204,197,172,172,172,165,160,147,140,99,57,15,15,72564,36583.8666666667,39837.3422222222,,,262,157,105,1590,585,110,32,142,443,585,585,482,103,0,0,0,0,0,0,0,0,0,0,0,0,0,262,49,9,0,7,25,0,0,7,5,13,6,41,42,43,0,15
250173704006,15000US250173704006,"Block Group 6, Census Tract 3704, Middlesex County, Massachusetts","Block Group 6, Census Tract 3704, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006965,,,,,25,017,,,,370400,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829,829,9410.749,0.0880907556328446,0.09190274,0.08809076,0.003811987,829,65,227,374,163,829,808,0,7,14,0,0,0,432,10,18,29,38,40,63,90,98,98,112,153,241,302,304,345,432,422,414,403,394,392,369,342,334,334,320,278,190,130,128,86,90753,60924.64,62279.4666666667,,41568.1155555556,432,238,194,1649,829,37,183,220,609,829,772,751,0,7,14,0,0,0,57,57,0,0,0,0,0,0,432,10,8,11,9,2,23,27,8,0,14,41,88,61,2,41,87
250173731001,15000US250173731001,"Block Group 1, Census Tract 3731, Middlesex County, Massachusetts","Block Group 1, Census Tract 3731, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006966,,,,,25,017,,,,373100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781,781,4683.089,0.166770270750289,0.1934078,0.1667703,0.02663757,781,135,149,394,103,781,704,77,0,0,0,0,0,312,10,12,12,12,12,12,12,18,22,42,108,162,176,204,252,312,302,300,300,300,300,300,300,294,290,270,204,150,136,108,60,85570,53313.4933333333,50464.3377777778,,,312,226,86,2366,781,12,0,12,769,781,781,704,77,0,0,0,0,0,0,0,0,0,0,0,0,0,312,10,2,0,0,0,0,0,6,4,20,66,54,14,28,48,60
250173731002,15000US250173731002,"Block Group 2, Census Tract 3731, Middlesex County, Massachusetts","Block Group 2, Census Tract 3731, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006967,,,,,25,017,,,,373100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053,1053,11358.37,0.0927069932370343,0.09270699,0.09270699,0,1053,194,354,439,66,1053,582,42,0,407,0,0,22,451,9,22,31,35,50,79,82,95,103,178,213,243,276,302,399,451,442,429,420,416,400,371,369,356,348,272,238,207,175,148,52,76599,61271.0311111111,94733.8311111111,30477.6888888889,30764.9688888889,451,136,315,2013,1053,46,214,260,793,1053,966,495,42,0,407,0,0,22,87,87,0,0,0,0,0,0,451,9,12,9,4,16,29,3,13,8,75,35,30,32,26,97,52
250173731003,15000US250173731003,"Block Group 3, Census Tract 3731, Middlesex County, Massachusetts","Block Group 3, Census Tract 3731, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006968,,,,,25,017,,,,373100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885,885,8022.917,0.110309005292689,0.110309,0.110309,0,885,134,144,315,292,885,737,82,0,46,0,1,19,516,89,140,170,182,230,284,289,299,306,307,326,364,387,412,478,516,426,375,346,333,285,231,227,216,210,209,190,151,129,104,38,31658,43780.0533333333,45582.9422222222,52418.5511111111,,516,208,308,1760,877,224,103,327,550,885,884,737,82,0,46,0,0,19,1,0,0,0,0,0,1,0,516,89,51,30,12,48,54,5,10,7,1,19,38,22,25,66,38
250173731004,15000US250173731004,"Block Group 4, Census Tract 3731, Middlesex County, Massachusetts","Block Group 4, Census Tract 3731, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006969,,,,,25,017,,,,373100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929,929,6140.028,0.151302245415809,0.1513022,0.1513022,0,929,94,302,405,128,929,801,58,0,23,0,0,47,415,9,33,53,53,53,53,53,62,67,67,80,135,160,194,321,415,406,381,362,362,362,362,362,353,348,348,335,280,254,220,94,169007,71057.4666666667,78769.1022222222,,,415,211,204,1890,929,87,42,129,800,929,929,801,58,0,23,0,0,47,0,0,0,0,0,0,0,0,415,9,24,20,0,0,0,0,9,5,0,13,55,25,34,126,94
250173731005,15000US250173731005,"Block Group 5, Census Tract 3731, Middlesex County, Massachusetts","Block Group 5, Census Tract 3731, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006970,,,,,25,017,,,,373100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053,1053,8923.249,0.118006338253305,0.1180063,0.1180063,0,1053,245,251,411,146,1053,876,0,0,146,0,11,20,432,0,20,38,42,61,143,165,180,194,219,229,246,280,309,361,432,432,411,394,390,370,288,266,251,238,213,203,186,152,123,71,55762,49914.6044444444,55967.5822222222,42208.88,,432,183,249,1731,1053,63,185,248,805,1053,995,829,0,0,146,0,0,20,58,47,0,0,0,0,11,0,432,0,20,18,4,19,82,22,15,14,25,10,17,34,29,52,71
250173735001,15000US250173735001,"Block Group 1, Census Tract 3735, Middlesex County, Massachusetts","Block Group 1, Census Tract 3735, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006980,,,,,25,017,,,,373500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,590,3610.78,0.16339959876262,0.1633996,0.1633996,0,590,149,65,288,88,590,531,0,0,59,0,0,0,206,0,5,9,9,9,9,9,9,9,9,16,19,29,48,70,206,206,201,197,197,197,197,197,197,197,196,190,187,176,158,136,232504,135988.657777778,148806.311111111,61189.4577777778,,206,206,0,,590,0,9,9,581,590,570,511,0,0,59,0,0,0,20,20,0,0,0,0,0,0,206,0,5,4,0,0,0,0,0,0,0,7,3,10,19,22,136
250173735002,15000US250173735002,"Block Group 2, Census Tract 3735, Middlesex County, Massachusetts","Block Group 2, Census Tract 3735, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006981,,,,,25,017,,,,373500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1511,1511,3372.258,0.448067713055041,0.4522094,0.4480677,0.004141718,1511,283,247,682,299,1511,1324,17,0,147,0,0,23,653,24,44,73,102,122,128,129,129,136,177,218,250,280,314,387,653,629,609,580,550,531,525,524,524,517,476,434,403,373,339,265,166056,101338.906666667,95678.4266666667,52580.5155555556,,653,558,95,1981,1511,94,70,164,1347,1511,1511,1324,17,0,147,0,0,23,0,0,0,0,0,0,0,0,653,24,20,29,29,19,7,1,0,7,41,42,32,30,34,73,266
250173735003,15000US250173735003,"Block Group 3, Census Tract 3735, Middlesex County, Massachusetts","Block Group 3, Census Tract 3735, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006982,,,,,25,017,,,,373500,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007,1007,6517.786,0.154500329731257,0.1545003,0.1545003,0,1007,235,231,403,138,1007,751,0,0,229,0,0,27,392,7,22,34,35,41,53,91,108,112,113,128,173,206,218,262,392,385,370,358,357,351,339,300,283,280,279,263,219,186,174,129,102836,89124.1866666667,101043.351111111,63447.5022222222,,392,262,130,2129,1007,130,139,269,738,1007,973,725,0,0,229,0,0,19,34,26,0,0,0,0,0,8,392,7,15,12,1,6,12,38,17,4,1,16,44,33,12,44,130
250173735004,15000US250173735004,"Block Group 4, Census Tract 3735, Middlesex County, Massachusetts","Block Group 4, Census Tract 3735, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006983,,,,,25,017,,,,373500,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2530,2530,4683.881,0.540150379075115,0.5401504,0.5401504,0,2530,601,919,788,222,2530,2017,149,0,210,0,15,139,577,0,8,16,16,16,16,22,34,41,42,69,131,190,209,261,577,577,568,561,561,561,561,555,542,536,534,507,445,387,368,315,228317,75105.3955555556,86659.2533333333,55426.1244444444,19206.3822222222,577,526,51,2171,1767,36,29,65,1702,2530,2392,1940,149,0,210,0,0,93,138,77,0,0,0,0,15,46,577,0,8,8,0,0,0,6,12,7,1,27,62,59,19,53,316
250173736001,15000US250173736001,"Block Group 1, Census Tract 3736, Middlesex County, Massachusetts","Block Group 1, Census Tract 3736, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006984,,,,,25,017,,,,373600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2129,2129,3974.086,0.535720628821446,0.5712945,0.5357206,0.03557391,2129,227,1648,191,63,2129,1543,189,0,260,23,25,89,280,0,0,6,16,17,26,32,40,44,44,60,126,150,173,197,280,280,280,274,264,263,254,248,240,236,236,220,154,130,107,83,105556,44056.6933333333,59971.7688888889,13133.3066666667,7333.32444444444,280,172,108,2366,709,48,46,94,615,2129,1969,1448,171,0,260,23,0,67,160,95,18,0,0,0,25,22,280,0,0,6,10,1,9,5,8,4,0,16,66,24,23,24,83
250173736002,15000US250173736002,"Block Group 2, Census Tract 3736, Middlesex County, Massachusetts","Block Group 2, Census Tract 3736, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006985,,,,,25,017,,,,373600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3593,3593,11446.59,0.313892574019648,0.3138926,0.3138926,0,3593,173,3129,218,73,3593,3002,158,0,334,19,17,63,180,24,29,29,29,29,29,48,54,54,54,55,60,64,79,102,180,155,151,151,151,151,151,132,126,126,126,125,120,116,101,78,163238,19707.6444444444,22872.4533333333,6651.18222222222,12084.6755555556,180,115,65,2282,613,165,57,222,391,3593,3428,2882,136,0,334,19,5,52,165,120,22,0,0,0,12,11,180,24,5,0,0,0,0,19,6,0,0,1,5,4,15,23,78
250173736003,15000US250173736003,"Block Group 3, Census Tract 3736, Middlesex County, Massachusetts","Block Group 3, Census Tract 3736, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006986,,,,,25,017,,,,373600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201,1201,3847.756,0.312130017590815,0.31213,0.31213,0,1201,292,70,594,245,1201,1149,0,0,52,0,0,0,488,14,31,43,43,43,43,47,59,66,78,94,129,177,222,236,488,474,457,445,445,445,445,441,429,422,410,394,358,311,266,251,195067,122220.497777778,128675.431111111,27604.8888888889,59331.0044444445,488,391,97,1226,1201,68,15,83,1118,1201,1165,1113,0,0,52,0,0,0,36,36,0,0,0,0,0,0,488,14,16,12,0,0,0,4,12,7,12,16,35,47,45,14,252
250214001001,15000US250214001001,"Block Group 1, Census Tract 4001, Norfolk County, Massachusetts","Block Group 1, Census Tract 4001, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007147,,,,,25,021,,,,400100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,477,7662.496,0.0622512536737622,0.06225125,0.06225125,0,477,89,222,122,44,477,334,26,0,102,0,0,15,207,63,83,91,91,91,91,91,91,91,91,91,105,128,131,164,207,143,123,116,116,116,116,116,116,116,116,116,102,79,76,43,101488,111673.893333333,133165.511111111,80613.3688888889,,207,60,147,1975,436,102,17,119,317,477,477,334,26,0,102,0,0,15,0,0,0,0,0,0,0,0,207,63,20,8,0,0,0,0,0,0,0,0,14,23,3,33,43
250214001002,15000US250214001002,"Block Group 2, Census Tract 4001, Norfolk County, Massachusetts","Block Group 2, Census Tract 4001, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007148,,,,,25,021,,,,400100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857,857,17790.83,0.0481708795561987,0.05189908,0.04817088,0.003728203,857,57,409,299,92,857,695,26,0,118,0,2,16,399,31,59,78,89,127,127,127,142,160,173,223,234,249,269,281,399,368,340,321,310,272,272,272,257,239,226,176,165,150,130,118,66213,66072.0355555556,75643.3066666667,45295.6622222222,27088.2577777778,399,67,332,1596,765,135,63,198,567,857,809,649,26,0,118,0,0,16,48,46,0,0,0,0,2,0,399,31,28,19,11,38,0,0,15,17,13,50,12,14,20,12,118
250214001003,15000US250214001003,"Block Group 3, Census Tract 4001, Norfolk County, Massachusetts","Block Group 3, Census Tract 4001, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007149,,,,,25,021,,,,400100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1508,1508,17474.24,0.0862984693365375,0.08629847,0.08629847,0,1508,195,447,565,301,1508,1213,23,0,255,0,0,17,804,97,133,159,201,283,296,297,297,306,320,387,472,552,623,691,804,705,671,644,602,521,508,507,507,498,483,416,331,251,181,112,73691,56341.1644444444,68113.7333333333,51901.92,4134.23111111111,804,281,523,1721,1495,272,198,470,1025,1508,1334,1039,23,0,255,0,0,17,174,174,0,0,0,0,0,0,804,97,36,26,41,82,13,1,0,9,15,67,85,80,71,69,113
250214001004,15000US250214001004,"Block Group 4, Census Tract 4001, Norfolk County, Massachusetts","Block Group 4, Census Tract 4001, Norfolk County, Massachusetts",ma,150,00,ACSSF,0007150,,,,,25,021,,,,400100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872,1872,13642.22,0.137221099093895,0.1381099,0.1372211,0.0008888072,1872,236,793,688,155,1872,1551,0,0,226,0,32,63,894,47,90,132,161,208,262,278,282,306,365,421,503,583,612,674,894,846,803,762,732,685,631,615,612,588,528,472,390,310,281,220,86500,72100.1866666667,76202.4977777778,54113.8577777778,,894,489,405,1875,1840,293,141,434,1406,1872,1843,1524,0,0,226,0,30,63,29,27,0,0,0,0,2,0,894,47,43,41,29,47,54,16,4,24,60,56,82,80,29,61,220
