Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,SE_B01001_001,SE_B01001_002,SE_B01001_003,SE_B01001_004,SE_B01001_005,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A14001A_001,SE_A14001A_002,SE_A14001A_003,SE_A14001A_004,SE_A14001A_005,SE_A14001A_006,SE_A14001A_007,SE_A14001A_008,SE_A14001A_009,SE_A14001A_010,SE_A14001A_011,SE_A14001A_012,SE_A14001A_013,SE_A14001A_014,SE_A14001A_015,SE_A14001A_016,SE_A14001B_001,SE_A14001B_002,SE_A14001B_003,SE_A14001B_004,SE_A14001B_005,SE_A14001B_006,SE_A14001B_007,SE_A14001B_008,SE_A14001B_009,SE_A14001B_010,SE_A14001B_011,SE_A14001B_012,SE_A14001B_013,SE_A14001B_014,SE_A14001B_015,SE_A14001B_016,SE_A14006_001,SE_A14024_001,SE_A14024I_001,SE_A14024D_001,SE_A14024H_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,SE_A18009_001,SE_B13004_001,SE_B13004_002,SE_B13004_003,SE_B13004_004,SE_B13004_005,SE_B04001_001,SE_B04001_002,SE_B04001_003,SE_B04001_004,SE_B04001_005,SE_B04001_006,SE_B04001_007,SE_B04001_008,SE_B04001_009,SE_B04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_B14001_001,SE_B14001_002,SE_B14001_003,SE_B14001_004,SE_B14001_005,SE_B14001_006
250173703007,15000US250173703007,"Block Group 7, Census Tract 3703, Middlesex County, Massachusetts","Block Group 7, Census Tract 3703, Middlesex County, Massachusetts",ma,150,0,ACSSF,5146,,,,,25,17,,,,370300,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918,918,15828.67,0.0579960216031889,0.05799602,0.05799602,0,918,93,393,235,197,918,867,25,0,0,0,0,26,392,13,15,22,37,52,66,66,77,89,119,129,171,216,272,324,392,379,377,370,355,340,326,326,315,303,273,263,221,175,120,67,119409,52702.9489051095,54572.7153284672,,,392,143,249,2047,918,46,93,139,779,918,918,867,25,0,0,0,0,26,0,0,0,0,0,0,0,0,392,37,52,40,42,221
250173704001,15000US250173704001,"Block Group 1, Census Tract 3704, Middlesex County, Massachusetts","Block Group 1, Census Tract 3704, Middlesex County, Massachusetts",ma,150,0,ACSSF,5147,,,,,25,17,,,,370400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,909,12201.85,0.0744968702557695,0.07449687,0.07449687,0,909,60,447,303,99,909,824,52,6,18,0,0,9,478,12,14,20,31,40,40,40,49,68,84,126,214,324,381,403,478,466,464,458,447,438,438,438,429,410,394,352,262,153,96,75,113837,71505.4598540146,71633.6058394161,,,478,228,250,1886,909,88,13,101,808,909,909,824,52,6,18,0,0,9,0,0,0,0,0,0,0,0,478,31,36,58,88,263
250173704002,15000US250173704002,"Block Group 2, Census Tract 3704, Middlesex County, Massachusetts","Block Group 2, Census Tract 3704, Middlesex County, Massachusetts",ma,150,0,ACSSF,5148,,,,,25,17,,,,370400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1492,1492,9297.339,0.16047603309359,0.160476,0.160476,0,1492,258,649,469,116,1492,1089,84,0,154,0,53,112,608,0,0,12,32,46,69,83,85,85,147,197,311,378,476,523,608,608,608,596,576,562,539,525,523,523,461,410,296,229,132,85,91100,46447.0948905109,38893.4715328467,38436.8058394161,60502.3795620438,608,228,380,1648,1492,48,107,155,1337,1492,1335,1039,68,0,116,0,0,112,157,50,16,0,38,0,53,0,608,32,53,112,115,296
250173704003,15000US250173704003,"Block Group 3, Census Tract 3704, Middlesex County, Massachusetts","Block Group 3, Census Tract 3704, Middlesex County, Massachusetts",ma,150,0,ACSSF,5149,,,,,25,17,,,,370400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,549,9720.224,0.0564801844641751,0.05648018,0.05648018,0,549,33,255,184,77,549,475,0,0,58,0,0,16,297,12,21,33,40,42,56,56,56,56,56,76,147,200,257,271,297,285,275,264,257,254,241,241,241,241,241,220,149,97,39,26,99313,62514.2715328467,66215.3605839416,56936.4262773723,,297,93,204,1340,549,67,39,106,443,549,536,462,0,0,58,0,0,16,13,13,0,0,0,0,0,0,297,40,16,20,71,150
250173704004,15000US250173704004,"Block Group 4, Census Tract 3704, Middlesex County, Massachusetts","Block Group 4, Census Tract 3704, Middlesex County, Massachusetts",ma,150,0,ACSSF,5150,,,,,25,17,,,,370400,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,998,7018.461,0.142196411720827,0.2014986,0.1421964,0.05930221,998,234,370,359,35,998,796,29,0,110,24,23,16,235,0,0,0,0,2,16,16,16,16,20,45,67,100,115,168,235,235,235,235,235,232,219,219,219,219,214,190,167,135,120,67,158129,45194.7591240876,46073.1416058394,43062.8759124088,4755.38102189781,235,129,106,1114,879,26,66,92,787,998,987,794,29,0,109,24,15,16,11,2,0,0,1,0,8,0,235,0,16,29,22,168
250173704005,15000US250173704005,"Block Group 5, Census Tract 3704, Middlesex County, Massachusetts","Block Group 5, Census Tract 3704, Middlesex County, Massachusetts",ma,150,0,ACSSF,5151,,,,,25,17,,,,370400,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,565,11717.06,0.0482203006345975,0.0482203,0.0482203,0,565,70,251,186,58,565,464,101,0,0,0,0,0,230,39,46,46,46,46,46,46,55,59,74,79,114,163,206,220,230,190,184,184,184,184,184,184,175,171,156,151,115,67,24,10,91579,39385.0861313869,40715.4744525547,,,230,111,119,1665,565,104,0,104,461,565,565,464,101,0,0,0,0,0,0,0,0,0,0,0,0,0,230,46,13,20,35,115
250173704006,15000US250173704006,"Block Group 6, Census Tract 3704, Middlesex County, Massachusetts","Block Group 6, Census Tract 3704, Middlesex County, Massachusetts",ma,150,0,ACSSF,5152,,,,,25,17,,,,370400,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756,756,8582.059,0.0880907556328446,0.09190274,0.08809076,0.003811987,756,73,153,357,173,756,732,0,10,14,0,0,0,415,10,12,18,26,30,51,69,72,72,86,107,220,304,308,344,415,405,403,397,389,385,364,346,343,343,329,308,193,111,107,71,90046,62567.8598540146,64773.1357664234,,43199.1766423358,415,231,184,1631,756,12,140,152,604,756,685,661,0,10,14,0,0,0,71,71,0,0,0,0,0,0,415,26,46,35,114,195
250173731001,15000US250173731001,"Block Group 1, Census Tract 3731, Middlesex County, Massachusetts","Block Group 1, Census Tract 3731, Middlesex County, Massachusetts",ma,150,0,ACSSF,5153,,,,,25,17,,,,373100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,785,4707.063,0.166770656852464,0.1934082,0.1667707,0.02663757,785,153,82,444,106,785,644,68,0,73,0,0,0,307,11,13,13,13,13,13,13,21,24,44,97,164,196,202,248,307,296,294,294,294,294,294,294,286,283,262,209,143,111,105,59,110955,52847.404379562,49825.4890510949,,,307,236,71,2331,774,13,0,13,761,785,785,644,68,0,73,0,0,0,0,0,0,0,0,0,0,0,307,13,11,73,66,143
250173731002,15000US250173731002,"Block Group 2, Census Tract 3731, Middlesex County, Massachusetts","Block Group 2, Census Tract 3731, Middlesex County, Massachusetts",ma,150,0,ACSSF,5154,,,,,25,17,,,,373100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038,1038,11196.57,0.0927069932370343,0.09270699,0.09270699,0,1038,176,325,464,73,1038,626,20,0,367,0,0,25,416,0,7,12,18,31,31,46,49,49,121,151,176,204,244,327,416,416,409,404,398,385,385,369,367,367,295,265,240,212,172,89,133139,60614.2160583942,85779.7576642336,32155.3226277372,31477.3138686131,416,153,263,2098,1038,65,190,255,783,1038,952,540,20,0,367,0,0,25,86,86,0,0,0,0,0,0,416,18,31,102,25,240
250173731003,15000US250173731003,"Block Group 3, Census Tract 3731, Middlesex County, Massachusetts","Block Group 3, Census Tract 3731, Middlesex County, Massachusetts",ma,150,0,ACSSF,5155,,,,,25,17,,,,373100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865,865,7841.608,0.110309005292689,0.110309,0.110309,0,865,129,120,312,304,865,731,93,0,21,0,1,19,512,81,137,168,173,202,292,292,292,314,350,365,390,407,418,478,512,430,375,344,339,309,220,220,220,198,162,147,122,105,94,34,31317,40551.2145985401,42309.1445255474,66175.7518248175,,512,232,280,1773,855,212,102,314,541,865,864,731,93,0,21,0,0,19,1,0,0,0,0,0,1,0,512,173,141,51,25,122
250173731004,15000US250173731004,"Block Group 4, Census Tract 3731, Middlesex County, Massachusetts","Block Group 4, Census Tract 3731, Middlesex County, Massachusetts",ma,150,0,ACSSF,5156,,,,,25,17,,,,373100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,800,5287.417,0.151302631517984,0.1513026,0.1513026,0,800,93,133,455,119,800,661,51,0,23,0,0,65,392,11,40,60,60,60,60,60,70,74,74,92,157,191,209,275,392,381,352,332,332,332,332,332,322,318,318,300,235,200,183,116,123777,74081.1941605839,80673.7226277372,,,392,219,173,1492,800,98,47,145,655,800,800,661,51,0,23,0,0,65,0,0,0,0,0,0,0,0,392,60,14,18,65,235
250173731005,15000US250173731005,"Block Group 5, Census Tract 3731, Middlesex County, Massachusetts","Block Group 5, Census Tract 3731, Middlesex County, Massachusetts",ma,150,0,ACSSF,5157,,,,,25,17,,,,373100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051,1051,8906.359,0.118005566048955,0.1180056,0.1180056,0,1051,209,391,316,135,1051,889,0,0,148,0,14,0,466,0,0,5,17,45,131,146,160,175,205,209,236,269,311,429,466,466,466,461,449,420,335,320,306,290,261,257,230,197,154,37,89557,53180.5839416058,61741.900729927,30563.9824817518,,466,136,330,1872,1051,14,219,233,818,1051,980,832,0,0,148,0,0,0,71,57,0,0,0,0,14,0,466,17,159,34,27,230
250173735001,15000US250173735001,"Block Group 1, Census Tract 3735, Middlesex County, Massachusetts","Block Group 1, Census Tract 3735, Middlesex County, Massachusetts",ma,150,0,ACSSF,5167,,,,,25,17,,,,373500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665,665,4069.777,0.16339959876262,0.1633996,0.1633996,0,665,192,80,287,106,665,623,0,0,42,0,0,0,217,0,5,8,8,8,8,8,8,8,9,17,17,27,51,82,217,217,212,209,209,209,209,209,209,209,208,200,200,190,166,135,218334,116957.675912409,123255.468613139,72619.1649635037,,217,217,0,,665,0,8,8,657,665,643,601,0,0,42,0,0,0,22,22,0,0,0,0,0,0,217,8,0,9,0,200
250173735002,15000US250173735002,"Block Group 2, Census Tract 3735, Middlesex County, Massachusetts","Block Group 2, Census Tract 3735, Middlesex County, Massachusetts",ma,150,0,ACSSF,5168,,,,,25,17,,,,373500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625,1625,3626.678,0.448068485259391,0.4522102,0.4480685,0.004141718,1625,368,270,680,307,1625,1324,20,0,249,0,0,32,662,31,58,86,102,107,133,142,144,149,181,212,256,288,316,378,662,630,604,576,560,555,529,519,518,513,481,449,406,374,346,284,168460,111602.338686131,96442.6686131387,132082.397080292,,662,541,121,1922,1625,135,76,211,1414,1625,1610,1309,20,0,249,0,0,32,15,15,0,0,0,0,0,0,662,102,47,64,43,406
250173735003,15000US250173735003,"Block Group 3, Census Tract 3735, Middlesex County, Massachusetts","Block Group 3, Census Tract 3735, Middlesex County, Massachusetts",ma,150,0,ACSSF,5169,,,,,25,17,,,,373500,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004,1004,6498.368,0.154500329731257,0.1545003,0.1545003,0,1004,234,106,509,155,1004,889,0,0,56,0,0,59,440,7,24,36,38,45,58,63,70,72,102,141,177,220,233,282,440,433,416,404,402,395,382,377,370,368,338,299,263,219,207,157,140524,104758.17810219,99493.7080291971,231962.872992701,102672.893430657,440,325,115,2092,1004,44,15,59,945,1004,924,844,0,0,56,0,0,24,80,45,0,0,0,0,0,35,440,38,34,69,36,264
250173735004,15000US250173735004,"Block Group 4, Census Tract 3735, Middlesex County, Massachusetts","Block Group 4, Census Tract 3735, Middlesex County, Massachusetts",ma,150,0,ACSSF,5170,,,,,25,17,,,,373500,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2668,2668,4939.362,0.54015076517729,0.5401508,0.5401508,0,2668,693,950,786,239,2668,2162,144,0,221,0,21,120,579,0,9,16,16,16,16,16,22,25,27,48,116,180,215,283,579,579,570,563,563,563,563,563,556,554,552,530,463,399,363,295,202356,71741.9474452555,82226.6189781022,44171.9211678832,19739.1416058394,579,527,52,2077,1871,44,31,75,1796,2668,2533,2092,144,0,206,0,0,91,135,70,0,0,15,0,21,29,579,16,9,24,67,464
250173736001,15000US250173736001,"Block Group 1, Census Tract 3736, Middlesex County, Massachusetts","Block Group 1, Census Tract 3736, Middlesex County, Massachusetts",ma,150,0,ACSSF,5171,,,,,25,17,,,,373600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196,2196,4099.151,0.535720628821446,0.5712945,0.5357206,0.03557391,2196,269,1665,174,88,2196,1614,199,0,246,21,26,90,275,0,0,7,17,17,17,22,23,23,23,25,60,108,130,168,275,275,275,268,258,258,258,253,252,252,252,250,214,166,145,107,161223,40998.5605839416,53488.1343065693,12617.7197080292,22910.1722627737,275,145,130,2331,775,27,49,76,699,2196,2017,1500,179,0,246,21,0,71,179,114,20,0,0,0,26,19,275,17,6,2,36,214
250173736002,15000US250173736002,"Block Group 2, Census Tract 3736, Middlesex County, Massachusetts","Block Group 2, Census Tract 3736, Middlesex County, Massachusetts",ma,150,0,ACSSF,5172,,,,,25,17,,,,373600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3592,3592,11443.41,0.313892574019648,0.3138926,0.3138926,0,3592,191,3064,229,108,3592,3013,167,0,273,33,36,70,205,25,29,29,29,29,29,44,46,46,46,53,71,74,85,112,205,180,176,176,176,176,176,161,159,159,159,152,134,131,119,93,164447,24046.0116788321,27928.8350364964,6360.70072992701,15143.3605839416,205,140,65,2273,756,198,83,281,475,3592,3423,2907,155,0,273,33,5,50,169,106,12,0,0,0,31,20,205,29,17,7,18,134
250173736003,15000US250173736003,"Block Group 3, Census Tract 3736, Middlesex County, Massachusetts","Block Group 3, Census Tract 3736, Middlesex County, Massachusetts",ma,150,0,ACSSF,5173,,,,,25,17,,,,373600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125,1125,3604.267,0.312130017590815,0.31213,0.31213,0,1125,275,70,579,201,1125,1078,0,0,47,0,0,0,469,14,30,39,39,39,39,47,61,69,73,91,138,189,215,235,469,454,439,430,430,430,430,422,408,400,396,378,330,279,254,234,187608,122986.362043796,128511.783941606,44439.8627737226,53048.9430656934,469,380,89,1302,1125,76,4,80,1045,1125,1095,1048,0,0,47,0,0,0,30,30,0,0,0,0,0,0,469,38,30,22,47,331
250214001001,15000US250214001001,"Block Group 1, Census Tract 4001, Norfolk County, Massachusetts","Block Group 1, Census Tract 4001, Norfolk County, Massachusetts",ma,150,0,ACSSF,5334,,,,,25,21,,,,400100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,593,9521.425,0.0622805974390615,0.0622806,0.0622806,0,593,97,261,166,69,593,341,34,0,166,0,0,52,232,59,78,84,84,84,84,84,84,84,84,84,104,131,138,177,232,173,154,148,148,148,148,148,148,148,148,148,127,101,94,55,103917,96350.6364963504,113559.477372263,98498.8291970803,,232,69,163,2034,548,93,24,117,431,593,593,341,34,0,166,0,0,52,0,0,0,0,0,0,0,0,232,84,0,0,20,128
250214001002,15000US250214001002,"Block Group 2, Census Tract 4001, Norfolk County, Massachusetts","Block Group 2, Census Tract 4001, Norfolk County, Massachusetts",ma,150,0,ACSSF,5335,,,,,25,21,,,,400100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972,972,20176.06,0.0481758988844736,0.0519041,0.0481759,0.003728203,972,64,470,338,100,972,688,26,0,188,0,3,67,413,27,60,81,85,98,111,111,123,135,151,205,211,228,254,288,413,385,353,332,328,315,302,302,290,278,262,208,202,185,159,124,93533,64570.4321167883,73831.8919708029,57628.4145985401,9449.01897810219,413,72,341,1661,868,153,31,184,684,972,944,663,26,0,188,0,0,67,28,25,0,0,0,0,3,0,413,85,51,69,6,203
250214001003,15000US250214001003,"Block Group 3, Census Tract 4001, Norfolk County, Massachusetts","Block Group 3, Census Tract 4001, Norfolk County, Massachusetts",ma,150,0,ACSSF,5336,,,,,25,21,,,,400100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573,1573,18220.51,0.0863312880214117,0.08633129,0.08633129,0,1573,151,607,496,319,1573,1268,17,0,245,0,0,43,811,102,139,167,201,244,287,287,287,297,320,422,490,553,609,687,811,708,672,643,610,567,524,524,524,513,490,389,320,258,202,123,69817,52861.3839416058,59883.7839416058,65151.7489051095,4041.25839416058,811,354,457,2251,1559,325,106,431,1128,1573,1413,1108,17,0,245,0,0,43,160,160,0,0,0,0,0,0,811,200,96,124,68,320
250214001004,15000US250214001004,"Block Group 4, Census Tract 4001, Norfolk County, Massachusetts","Block Group 4, Census Tract 4001, Norfolk County, Massachusetts",ma,150,0,ACSSF,5337,,,,,25,21,,,,400100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569,1569,11439.64,0.137154689519797,0.1380435,0.1371547,0.0008888072,1569,270,562,560,177,1569,1389,0,0,105,0,33,42,798,49,91,137,174,203,251,266,268,276,365,428,489,553,573,599,798,748,706,660,624,595,547,532,530,522,432,370,308,245,225,198,67895,68546.4525547445,68752.6510948905,97479.4861313869,107711.360583942,798,463,335,1648,1536,258,129,387,1149,1569,1535,1355,0,0,105,0,33,42,34,34,0,0,0,0,0,0,798,174,101,152,60,310
250214002001,15000US250214002001,"Block Group 1, Census Tract 4002, Norfolk County, Massachusetts","Block Group 1, Census Tract 4002, Norfolk County, Massachusetts",ma,150,0,ACSSF,5338,,,,,25,21,,,,400200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311,1311,27298.54,0.0480245468318772,0.04802455,0.04802455,0,1311,303,576,432,0,1311,754,104,0,413,0,0,40,495,157,185,199,229,257,257,257,304,330,338,354,364,377,418,473,495,336,310,296,266,238,238,238,191,165,157,141,131,117,77,22,28432,24311.6233576642,23681.3781021898,28658.102189781,23169.9591240876,495,60,435,1978,1311,443,133,576,735,1311,1149,609,104,0,396,0,0,40,162,145,0,0,17,0,0,0,495,229,101,24,10,130
250214002002,15000US250214002002,"Block Group 2, Census Tract 4002, Norfolk County, Massachusetts","Block Group 2, Census Tract 4002, Norfolk County, Massachusetts",ma,150,0,ACSSF,5339,,,,,25,21,,,,400200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2806,2806,33015.36,0.0849907412698437,0.08499074,0.08499074,0,2806,359,953,1002,492,2806,2039,0,0,736,0,15,16,1480,54,126,202,244,259,292,350,360,421,479,596,753,896,1027,1130,1480,1425,1353,1278,1236,1221,1187,1129,1120,1058,1000,883,726,582,452,349,94653,73805.097810219,77891.7897810219,57473.4744525547,132372.472992701,1480,676,804,2210,2806,299,286,585,2221,2806,2723,1971,0,0,736,0,0,16,83,68,0,0,0,0,15,0,1480,244,177,174,157,727
250214002003,15000US250214002003,"Block Group 3, Census Tract 4002, Norfolk County, Massachusetts","Block Group 3, Census Tract 4002, Norfolk County, Massachusetts",ma,150,0,ACSSF,5340,,,,,25,21,,,,400200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435,1435,19696.82,0.0728543916033588,0.07285439,0.07285439,0,1435,193,694,452,96,1435,1163,6,0,248,0,7,11,670,110,134,138,138,138,138,148,150,159,198,283,354,413,446,478,670,559,536,532,532,532,532,522,520,511,471,387,315,256,224,191,105760,132461.010218978,151940.364963504,64163.8598540146,7540.80875912409,670,289,381,2206,1404,240,70,310,1094,1435,1405,1140,6,0,248,0,0,11,30,23,0,0,0,0,7,0,670,138,21,123,71,315
250214003001,15000US250214003001,"Block Group 1, Census Tract 4003, Norfolk County, Massachusetts","Block Group 1, Census Tract 4003, Norfolk County, Massachusetts",ma,150,0,ACSSF,5341,,,,,25,21,,,,400300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951,951,25786.54,0.0368797075507686,0.03687971,0.03687971,0,951,265,321,295,70,951,891,3,0,30,0,9,18,307,8,10,10,10,11,19,19,19,19,20,38,76,109,143,188,307,298,297,297,297,296,288,288,288,288,287,269,231,198,163,118,173470,61673.1678832117,60865.8481751825,102668.233576642,29376.8846715328,307,176,131,2205,951,101,8,109,842,951,922,873,1,0,30,0,0,18,29,18,2,0,0,0,9,0,307,10,9,18,38,231
250214003002,15000US250214003002,"Block Group 2, Census Tract 4003, Norfolk County, Massachusetts","Block Group 2, Census Tract 4003, Norfolk County, Massachusetts",ma,150,0,ACSSF,5342,,,,,25,21,,,,400300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,1761,24766.47,0.0711041904441256,0.07110419,0.07110419,0,1761,197,884,469,211,1761,1266,66,0,388,0,14,27,714,61,83,92,94,99,99,126,150,164,196,240,327,396,447,517,714,652,630,622,620,615,615,588,564,550,518,473,386,317,267,196,99387,77873.1503649635,94572.902189781,40266.9635036496,50608.3445255474,714,328,386,2109,1716,289,50,339,1377,1761,1699,1218,66,0,388,0,0,27,62,48,0,0,0,0,14,0,714,94,71,76,87,387
250214003003,15000US250214003003,"Block Group 3, Census Tract 4003, Norfolk County, Massachusetts","Block Group 3, Census Tract 4003, Norfolk County, Massachusetts",ma,150,0,ACSSF,5343,,,,,25,21,,,,400300,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,1761,18523.96,0.0950660775262279,0.09506608,0.09506608,0,1761,425,646,546,144,1761,1377,31,0,263,0,9,81,678,23,27,35,49,60,81,81,81,91,129,163,212,267,348,462,678,655,651,643,629,618,597,597,597,586,549,515,465,410,329,215,147239,69540.1664233577,79791.8452554745,42918.4204379562,49236.0175182482,678,352,326,2331,1761,93,93,186,1575,1761,1686,1342,0,0,263,0,0,81,75,35,31,0,0,0,9,0,678,49,42,71,49,466
250214004001,15000US250214004001,"Block Group 1, Census Tract 4004, Norfolk County, Massachusetts","Block Group 1, Census Tract 4004, Norfolk County, Massachusetts",ma,150,0,ACSSF,5344,,,,,25,21,,,,400400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061,2061,23087.69,0.0892683672665665,0.08926836,0.08926836,0,2061,255,635,601,570,2061,1575,24,0,388,0,0,74,1210,155,257,342,394,441,491,531,591,651,700,835,886,941,1039,1112,1210,1053,951,868,816,769,719,678,618,558,508,374,324,268,170,97,46324,51136.0729927007,55716.7094890511,47262.5693430657,22546.703649635,1210,451,759,1825,2006,456,179,635,1371,2061,1913,1501,24,0,388,0,0,0,148,74,0,0,0,0,0,74,1210,394,257,184,51,325
250214004002,15000US250214004002,"Block Group 2, Census Tract 4004, Norfolk County, Massachusetts","Block Group 2, Census Tract 4004, Norfolk County, Massachusetts",ma,150,0,ACSSF,5345,,,,,25,21,,,,400400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2726,2726,21463.62,0.12700560774799,0.1270056,0.1270056,0,2726,330,1013,939,444,2726,2387,111,0,191,0,14,23,1560,218,336,411,453,510,538,579,614,637,722,776,904,1020,1113,1254,1560,1339,1223,1149,1106,1050,1022,980,946,923,838,783,655,539,446,305,77858,79387.602919708,83220.3328467153,63694.3795620438,,1560,651,909,2029,2726,457,273,730,1996,2726,2661,2322,111,0,191,0,14,23,65,65,0,0,0,0,0,0,1560,452,184,139,128,657
250214004003,15000US250214004003,"Block Group 3, Census Tract 4004, Norfolk County, Massachusetts","Block Group 3, Census Tract 4004, Norfolk County, Massachusetts",ma,150,0,ACSSF,5346,,,,,25,21,,,,400400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973,973,11983.39,0.0811957429918594,0.08119574,0.08119574,0,973,268,179,345,181,973,716,0,0,186,0,18,53,302,0,0,0,0,0,0,0,8,11,11,11,36,89,137,173,302,302,302,302,302,302,302,302,294,291,291,291,265,212,165,129,174997,73729.3751824818,65225.1416058394,94654.4496350365,125218.432116788,302,196,106,2331,973,4,39,43,930,973,874,635,0,0,186,0,0,53,99,81,0,0,0,0,18,0,302,0,11,0,25,265
250214006001,15000US250214006001,"Block Group 1, Census Tract 4006, Norfolk County, Massachusetts","Block Group 1, Census Tract 4006, Norfolk County, Massachusetts",ma,150,0,ACSSF,5350,,,,,25,21,,,,400600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344,1344,19936.68,0.0674134397533888,0.06741344,0.06741344,0,1344,161,665,488,30,1344,1104,0,0,181,0,37,22,559,42,77,98,102,113,113,113,122,125,127,141,178,269,382,452,559,516,481,461,457,446,446,446,437,434,431,418,380,288,177,106,120739,64104.4467153285,67689.0394160584,62720.4700729927,50554.7562043796,559,267,292,1926,1344,175,0,175,1169,1344,1160,957,0,0,181,0,0,22,184,147,0,0,0,0,37,0,559,102,23,16,37,381
250214006002,15000US250214006002,"Block Group 2, Census Tract 4006, Norfolk County, Massachusetts","Block Group 2, Census Tract 4006, Norfolk County, Massachusetts",ma,150,0,ACSSF,5351,,,,,25,21,,,,400600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2877,2877,13823.87,0.208118338772226,0.2081183,0.2081183,0,2877,500,840,1098,439,2877,2156,32,0,505,0,84,100,1315,105,123,129,141,163,212,240,295,332,450,558,642,713,760,865,1315,1209,1192,1186,1174,1152,1103,1074,1020,983,864,757,672,601,554,448,100478,82281.3722627737,92658.8671532847,63334.4058394161,,1315,877,438,2331,2877,287,169,456,2421,2877,2775,2156,14,0,505,0,0,100,102,0,18,0,0,0,84,0,1315,142,189,226,84,673
